task,phrases,best,worst,median,rollout_measured,thin_evidence,spread
put sushi in pot or pan,9,0.9947523213678042,0.9771441630833619,0.9902978231586927,0,0,0.017608158284442288
put lid on stove,9,0.9946599348656787,0.9771492185171351,0.9871421796092111,0,0,0.01751071634854362
unfold the cloth from right to left,9,0.9947310066237621,0.9774081021255864,0.989359438221894,0,0,0.01732290449817575
put lid on pot,8,0.9947256644957555,0.9774380763437858,0.9877591090312337,0,0,0.017287588151969735
take spatula off plate sink,8,0.9947155591058653,0.977931963459988,0.9828266644301604,0,0,0.01678359564587728
put pot in sink,7,0.9947244766247478,0.978201494689542,0.9855735422182894,0,0,0.01652298193520585
put spoon into pan,5,0.9819864461436127,0.9655584902434762,0.9665641653537722,0,0,0.01642795590013657
unfold the cloth from left to right,7,0.9895073641663646,0.9732711703754608,0.9812991246526496,0,0,0.016236193790903797
put eggplant into pot or pan,6,0.9894661512142024,0.9734033605749474,0.9758966553631163,0,0,0.016062790639255087
end effector reaching salmon,8,0.9947753155600904,0.9790977447557583,0.9925899872740318,0,0,0.015677570804332075
turn lever vertical to front,11,0.9936623114898584,0.9780002589806538,0.9897948520686657,0,0,0.015662052509204605
unfold the cloth from top to bottom,7,0.9947588170824276,0.9795990859625173,0.9903390635307937,0,0,0.015159731119910314
put pot or pan in sink,6,0.9946509088348432,0.9795651263664389,0.987252108284274,0,0,0.015085782468404307
put eggplant on plate,6,0.9946797388449726,0.9800045333938907,0.9815856423279925,0,0,0.014675205451081919
take bowl off plate cardboard fence,8,0.9947558654769768,0.9810923666897072,0.9898695642757118,0,0,0.013663498787269579
open brown1fbox flap,8,0.9946400575658871,0.9811196440644468,0.994215060635605,0,0,0.013520413501440287
put lemon on plate,7,0.9947800199147414,0.9812845785520206,0.9823511906709156,0,0,0.01349544136272085
put broccoli in pot,8,0.9947635362142636,0.9819523758215741,0.9866550612221636,0,0,0.01281116039268948
end effector reaching pot or pan,7,0.9947304133198673,0.9820823042425272,0.9930805780601564,0,0,0.012648109077340153
put corn in bowl sink,6,0.9947179385759108,0.9820763278107448,0.9843776705120515,0,0,0.012641610765166011
put sweet potato in pot,5,0.9947072225612025,0.9820703494219224,0.9825366609759653,0,0,0.01263687313928008
open low fridge,8,0.9915954542224662,0.979009534802318,0.9912625935442172,0,0,0.012585919420148195
put cup from anywhere into sink,7,0.9929818815133511,0.980665665724336,0.9817952405250269,0,0,0.012316215789015095
pick up violet Allen key,8,0.994699469771304,0.9826199800452315,0.9873687667584303,0,0,0.012079489726072423
fold the cloth from the top left to the bottom right,8,0.9921561925573944,0.980126164487627,0.9875090089584112,0,0,0.012030028069767384
unfold the cloth from top right to bottom left,6,0.9926723889864368,0.9809045808125718,0.9880198077600715,0,0,0.011767808173865024
put green squash into pot or pan,10,0.992439061570644,0.9806956896189654,0.9876373720365341,0,0,0.011743371951678627
put banana in colander,9,0.9946869221656434,0.9835367790947753,0.9911054307883282,0,0,0.011150143070868035
put knife on cutting board,6,0.9936829502538526,0.9826585999321562,0.9838195946872543,0,0,0.011024350321696352
open the drawer,7,0.9947700181198406,0.984054624642352,0.9868281271522338,0,0,0.01071539347748851
put knife in pot or pan,7,0.9947256644957555,0.9842435600347219,0.9854052026340018,0,0,0.010482104461033592
fold the cloth from top right to bottom left,7,0.9916631033099983,0.9811866240480807,0.9901255794399411,0,0,0.010476479261917637
put corn into bowl,7,0.9947387135304474,0.9842821326702806,0.9869190383282337,0,0,0.010456580860166764
put carrot in pot cardboard fence,8,0.9947882423985611,0.9845237021633397,0.9897532999020243,0,0,0.010264540235221387
put sushi on plate,7,0.9946448830524868,0.9845254267658224,0.9864763404141598,0,0,0.01011945628666433
put red bottle in sink,7,0.9946809367355633,0.9846713286440716,0.9898711735104179,0,0,0.010009608091491762
take spoon out of bowl sink,8,0.9947599972618477,0.9851920546877203,0.9904312151556518,0,0,0.009567942574127408
put pepper in pan,8,0.9947149640717772,0.9857590490608397,0.9898124625344267,0,0,0.00895591501093751
pick up red srewdriver,7,0.9946328112258181,0.9857128939287799,0.9865004804478007,0,0,0.008919917297038227
open white1fbox flap,8,0.9946803378238056,0.9860951283437629,0.9940156325113659,0,0,0.00858520948004271
put banana in pot or pan,9,0.9947611771769215,0.9862295122114103,0.9923347300711096,0,0,0.008531664965511165
fold the cloth from bottom left to top right,7,0.9947594072051845,0.9863046350876965,0.9901796595329944,0,0,0.008454772117488019
fold cloth in half,9,0.9947558654769768,0.986626520016246,0.9900544999492366,0,0,0.008129345460730852
close brown1fbox flap,7,0.9946779415059493,0.9867173204868556,0.9929184928344658,0,0,0.007960621019093783
put brush into pot or pan,7,0.9892972951015176,0.9814542814051771,0.9851854478951196,0,0,0.00784301369634055
put potato on plate,5,0.9947143689710436,0.9868897799955076,0.9874782656595361,0,0,0.007824588975535951
put knife in pot cardboard fence,8,0.9947042420546525,0.9869146536892951,0.9899091371420382,0,0,0.007789588365357369
take sushi off plate,8,0.9947653047987964,0.9871148536567599,0.9913057381197077,0,0,0.007650451142036552
put banana in pot cardboard fence,8,0.9946946932103393,0.9871263662999109,0.9900866497833453,0,0,0.0075683269104284134
pick up scissors and put into drawer,6,0.99454754722478,0.9870296335391004,0.9875067249557182,0,0,0.007517913685679556
open large4fbox flaps,8,0.9946701460553676,0.9872052413569554,0.9938680619846563,0,0,0.007464904698412211
put blueberries on plate sink,8,0.994749957304816,0.9873148656533614,0.9901230161079438,0,0,0.007435091651454617
put pan in sink,7,0.9946563262726162,0.9875159992804419,0.9890781767209194,0,0,0.007140326992174373
put lid on pot or pan,8,0.99475409372011,0.9876809732108812,0.9889467820127742,0,0,0.007073120509228814
put sushi in pot cardboard fence,7,0.9947623568277071,0.9878002202695331,0.9905182558678365,0,0,0.006962136558174015
flip cup upright,8,0.9935935108917817,0.9867202872314476,0.9884767131126273,0,0,0.00687322366033416
put strawberry in pot,8,0.990655464795739,0.9838364826743502,0.9865102948841269,0,0,0.006818982121388761
take corn out of bowl sink,6,0.9895507586819619,0.982770121491198,0.9870872702913871,0,0,0.006780637190763827
pick up any cup,8,0.9947304133198673,0.9880192364357862,0.9903984874644969,0,0,0.0067111768840811825
pick up bowl and put in small4fbox,8,0.9947440425115313,0.9884831107624353,0.9915004783384572,0,0,0.0062609317490959215
put bowl on plate cardboard fence,9,0.9933952627511511,0.9871594086277862,0.992774594382175,0,0,0.0062358541233649145
take bowl off plate,9,0.9946946932103393,0.9889651068770413,0.9918783437502707,0,0,0.005729586333298009
open fridge,10,0.9946917056858247,0.9891597992762665,0.9910032819068719,0,0,0.0055319064095581405
put broccoli in pot or pan,9,0.994774138812609,0.9896567317446646,0.9910322915055042,0,0,0.005117407067944391
take lid off pot,7,0.9947923488076239,0.9897994245058584,0.9917737304970015,0,0,0.004992924301765456
fold the cloth from bottom right to top left,8,0.9945481610047653,0.9897110478858212,0.9920798227948419,0,0,0.004837113118944081
take clothes out of laundry machine,7,0.9947782562757335,0.9901355345748518,0.9913047492090125,0,0,0.004642721700881647
put pan from sink into drying rack,7,0.9946243448465304,0.9902323515932056,0.9911868824452903,0,0,0.004391993253324844
wipe pot with sponge,8,0.9946563262726162,0.9902836746292879,0.9907869142486092,0,0,0.00437265164332834
zip zipper bag,7,0.994749366123559,0.9904660224531338,0.9915633198990779,0,0,0.004283343670425266
pick up box cutter and put into drawer,9,0.9946557246046773,0.990411354395723,0.9926203348643656,0,0,0.004244370208954296
put corn on plate,6,0.9947232884876301,0.9909199361484646,0.9919609440744019,0,0,0.003803352339165511
put carrot on cutting board,9,0.9893212386741029,0.9856153272912237,0.9889947144725064,0,0,0.0037059113828792345
turn faucet front to left,7,0.9946821343578829,0.9909949936383153,0.9925067093944588,0,0,0.00368714071956755
move the cloth from left to right,7,0.9947315998612104,0.9910473686148208,0.9915310637611983,0,0,0.003684231246389613
sweep into pile,7,0.9946827330684599,0.9910513849331128,0.992741227942449,0,0,0.0036313481353470456
topple hot sauce bottle cardboard fence,6,0.9913727818424034,0.9878668797959343,0.9901310432292958,0,0,0.003505902046469056
take carrot out of pot cardboard fence,6,0.9947310066237621,0.9914431681144485,0.9929606076184991,0,0,0.0032878385093135787
take sushi out of pot cardboard fence,8,0.9946911079801491,0.9914133478689664,0.9920595332987703,0,0,0.003277760111182748
take broccoli out of pan,8,0.9894885437921005,0.9865290915410249,0.9893462742224601,0,0,0.002959452251075634
close small4fbox flaps,7,0.9947635362142636,0.9918289556081967,0.9946605360621634,0,0,0.0029345806060668833
put detergent in sink,5,0.9886621276911237,0.9859139368116274,0.9868751266236165,0,0,0.002748190879496293
put clothes in laundry machine,7,0.9947923488076239,0.9922001150899754,0.9930353186940544,0,0,0.0025922337176484955
close the drawer,7,0.9947570463175194,0.9922263513906068,0.9937613317351641,0,0,0.0025306949269126022
unfold the cloth from bottom right to top left,5,0.9885345416228539,0.9860749372706581,0.9863076927282992,0,0,0.002459604352195832
pick up sponge and wipe plate,8,0.9946617382531785,0.9923295623188106,0.9931336543706029,0,0,0.0023321759343678528
put cap on container,6,0.9897294740098134,0.9878369956464164,0.988989874425425,0,0,0.00189247836339701
closed the drawer,7,0.9947470007362726,0.9930533014399484,0.9931939831679906,0,0,0.0016936992963242359
put bowl on plate,9,0.9934522032893021,0.9921473786496191,0.9924517915385843,0,0,0.0013048246396829555
open drawer of box,7,0.9947711957903331,0.9938753731065063,0.9947304133198673,0,0,0.0008958226838268191
pour almonds in pot,8,0.9946521131817933,0.9938684790642182,0.9940040190947952,0,0,0.0007836341175750938
open cabinet,7,0.9926484729913406,0.9920274248143243,0.9923321466269471,0,0,0.000621048177016359
Close the drawer,5,0.9932351769647421,0.992803766177398,0.9931748276925734,0,0,0.00043141078734409977
open oven,8,0.9946887164879581,0.9944409481414055,0.9946517696316144,0,0,0.0002477683465526015
close microwave,9,0.9947999664587208,0.9946659438019878,0.9946946932103393,0,0,0.00013402265673301272
close fridge,7,0.9947209114148298,0.9946182893015973,0.9946982760322375,0,0,0.0001026221132324201
close oven,9,0.9947611771769215,0.9946659438019878,0.9947054344575564,0,0,9.523337493366757e-05
turn faucet left,8,0.9944559459328703,0.994365351864112,0.9943976043495488,0,0,9.059406875833176e-05
close white1fbox flap,6,0.994749957304816,0.9946605360621634,0.9946836291232792,0,0,8.942124265254314e-05
turn faucet right,8,0.9946731456487291,0.9945982578265727,0.9946300912607775,0,0,7.488782215636647e-05
close cabinet,6,0.994749957304816,0.9946767429444222,0.9946833315779156,0,0,7.32143603937585e-05
close large4fbox flaps,8,0.9947387135304474,0.9946695459351204,0.9947268518014715,0,0,6.916759532704653e-05
turn faucet front to right,6,0.9947759038349828,0.9947369360093699,0.9947449300783513,0,0,3.8967825612967744e-05
