task,phrase,kind,base_kind,proxy,proxy_imputed,n_ctx,gt_success,source
end effector reaching salmon,bring gripper close to the pink salmon on the stove,search,,0.9790977447557583,True,80,,search_boards
end effector reaching salmon,approach the salmon on the stove,search,,0.9893463223985101,True,80,,search_boards
end effector reaching salmon,approach the salmon with the gripper,search,,0.989664839329361,True,80,,search_boards
end effector reaching salmon,bring gripper close to the salmon,search,,0.9904799080074869,True,80,,search_boards
end effector reaching salmon,end effector reaching salmon,original,,0.9947000665405769,True,80,,search_boards
end effector reaching salmon,approach the salmon slice with the gripper,search,,0.9947647153366493,True,80,,search_boards
end effector reaching salmon,aim gripper at the salmon,search,,0.994772373197035,True,80,,search_boards
end effector reaching salmon,reach toward the salmon on the stove,search,,0.9947753155600904,True,80,,search_boards
end effector transition from object to object,pick up the red piece and put it in the orange pot,search,,0.6342471948887685,True,80,,search_boards
end effector transition from object to object,place the red toy food into the orange pot,search,,0.7455284464976266,True,80,,search_boards
end effector transition from object to object,move the red sushi piece from the plate to the orange pot,search,,0.7524233253105881,True,80,,search_boards
end effector transition from object to object,end effector transition of red food to orange pot,search,,0.9867558372164846,True,80,,search_boards
end effector transition from object to object,end effector transition of red item to pot,search,,0.9886303633596982,True,80,,search_boards
end effector transition from object to object,end effector transition of red object to pot,search,,0.9898028525031015,True,80,,search_boards
end effector transition from object to object,end effector transition of red item to orange pot,search,,0.9901840612662757,True,80,,search_boards
end effector transition from object to object,end effector transition from the plate to the pot,search,,0.9937212032594648,True,80,,search_boards
end effector transition from object to object,end effector transition from object to object,original,,0.9945958247354919,True,80,,search_boards
end effector transition from object to object,end effector transition from plate to pot,search,,0.9947529122180783,True,80,,search_boards
flip cup upright,flip cup upright,original,,0.9867202872314476,True,80,,search_boards
flip cup upright,put cup upright,search,,0.9868765926877243,True,80,,search_boards
flip cup upright,flip cup right side up,search,,0.9878966914205837,True,80,,search_boards
flip cup upright,turn cup upright,search,,0.9883065344501861,True,80,,search_boards
flip cup upright,rotate cup upright,search,,0.9886468917750685,True,80,,search_boards
flip cup upright,rotate the blue cup upright,search,,0.9935610056602522,True,80,,search_boards
flip cup upright,flip the small blue cup upright,search,,0.9935704128547076,True,80,,search_boards
flip cup upright,turn the light blue cup upright,search,,0.9935935108917817,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up,search,,0.9527976143022976,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright,search,,0.9562596786035817,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup right side up,search,,0.9681298998482967,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright in sink,search,,0.9784128873565312,True,80,,search_boards
flip orange pot upright in sink,flip orange pot upright in sink,original,,0.9818961220566094,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup upright in the sink,search,,0.9947179385759108,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up in sink,search,,0.9947191279112524,True,80,,search_boards
fold cloth in half,fold the light cloth in half over the burners,search,,0.986626520016246,True,80,,search_boards
fold cloth in half,fold the white cloth in half over the burners,search,,0.987007878872048,True,80,,search_boards
fold cloth in half,fold the beige cloth in half horizontally,search,,0.9886621276911237,True,80,,search_boards
fold cloth in half,fold cloth in half,original,,0.989474406596885,True,80,,search_boards
fold cloth in half,fold the light beige cloth in half,search,,0.9900544999492366,True,80,,search_boards
fold cloth in half,fold the white cloth on the counter in half,search,,0.9947428587576937,True,80,,search_boards
fold cloth in half,fold the cloth in half horizontally,search,,0.9947517304513482,True,80,,search_boards
fold cloth in half,fold the beige cloth in half,search,,0.9947558654769768,True,80,,search_boards
fold cloth in half,fold the cloth in half over the burners,search,,0.9947558654769768,True,80,,search_boards
fold the cloth from bottom left to top right,fold the bottom left of the orange towel over to the top right,search,,0.9863046350876965,True,80,,search_boards
fold the cloth from bottom left to top right,fold the orange cloth from the bottom left corner to the top right,search,,0.9872637286248728,True,80,,search_boards
fold the cloth from bottom left to top right,fold the orange towel from bottom left to top right,search,,0.9890696140020904,True,80,,search_boards
fold the cloth from bottom left to top right,fold the cloth from bottom left to top right,original,,0.9901796595329944,True,80,,search_boards
fold the cloth from bottom left to top right,pull the bottom left corner of the orange cloth to the top right corner,search,,0.9947458176451713,True,80,,search_boards
fold the cloth from bottom left to top right,grab the bottom left corner of the orange towel and fold it top right,search,,0.9947470007362726,True,80,,search_boards
fold the cloth from bottom left to top right,take the bottom left of the orange towel and fold it to the top right,search,,0.9947594072051845,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left corner,search,,0.9897110478858212,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left,search,,0.9898450375056721,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green towel from bottom right to top left,search,,0.9906972858935038,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green towel from bottom right to top left,search,,0.9916377984089381,True,80,,search_boards
fold the cloth from bottom right to top left,fold the cloth from bottom right to top left,original,,0.9925218471807457,True,80,,search_boards
fold the cloth from bottom right to top left,fold the bottom right tape of the green cloth to the top left tape,search,,0.994528485921441,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth by moving the bottom right corner to the top left,search,,0.9945395618285144,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth from the bottom right edge to the top left edge,search,,0.9945481610047653,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half up,search,,0.958494765733889,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half upwards,search,,0.9702843443944945,True,80,,search_boards
fold the cloth from bottom to top,fold the white towel from bottom to top,search,,0.9873035194133835,True,80,,search_boards
fold the cloth from bottom to top,fold the bottom of the towel to the top,search,,0.9877057390869664,True,80,,search_boards
fold the cloth from bottom to top,fold the cloth from bottom to top,original,,0.9917848050518634,True,80,,search_boards
fold the cloth from left to right,move the left side of the orange cloth to the right,search,,0.9545084579416817,True,80,,search_boards
fold the cloth from left to right,move the left corner of the orange cloth to the right,search,,0.9698802759669184,True,80,,search_boards
fold the cloth from left to right,fold the left tape of the orange cloth to the right,search,,0.9785938393997505,True,80,,search_boards
fold the cloth from left to right,fold the cloth from left to right,original,,0.988901928966045,True,80,,search_boards
fold the cloth from left to right,fold the orange cloth in half from left to right,search,,0.990414578739802,True,80,,search_boards
fold the cloth from left to right,fold the orange rag from left to right,search,,0.9947304133198673,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right,search,,0.980126164487627,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth starting from top left to bottom right,search,,0.9837823931280124,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the towel from top left to bottom right,search,,0.9872708431398528,True,80,,search_boards
fold the cloth from the top left to the bottom right,grab the top left corner of the blue towel and fold it to the bottom right,search,,0.9874922541864065,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9875257637304159,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right corner,search,,0.989349901026491,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from top left to bottom right,search,,0.9899728063816917,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from the top left to the bottom right,original,,0.9921561925573944,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top edge of the blue rag towards the bottom left,search,,0.9811866240480807,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue rag from top right to bottom left,search,,0.9892708958327943,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top of the blue rag towards the bottom left,search,,0.9894141133604122,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue cloth from top right to bottom left,search,,0.9901255794399411,True,80,,search_boards
fold the cloth from top right to bottom left,fold the blue cloth in half diagonally towards the bottom left,search,,0.9909402828705753,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold the blue cloth from top right to bottom left,search,,0.9914546838521335,True,80,,search_boards
fold the cloth from top right to bottom left,fold the cloth from top right to bottom left,original,,0.9916631033099983,True,80,,search_boards
lever vertical to front,push the silver handle to the front,search,,0.9720308242488231,True,80,,search_boards
lever vertical to front,move the silver handle to the front,search,,0.9724038256591094,True,80,,search_boards
lever vertical to front,turn the silver handle to the front,search,,0.973250550108711,True,80,,search_boards
lever vertical to front,move the silver lever to the front,search,,0.9850610315988436,True,80,,search_boards
lever vertical to front,lever vertical to front,original,,0.9857144879364247,True,80,,search_boards
lever vertical to front,turn the faucet handle to point forward,search,,0.9946406609881451,True,80,,search_boards
lever vertical to front,rotate the faucet handle forward,search,,0.9946491018085981,True,80,,search_boards
lever vertical to front,turn the faucet knob to the front,search,,0.9946587322707169,True,80,,search_boards
lever vertical to front,move the faucet lever to the front,search,,0.9946707461084132,True,80,,search_boards
lever vertical to front,pull the faucet handle to the front,search,,0.994696484922225,True,80,,search_boards
lever vertical to front,push the faucet handle to the front,search,,0.9947060305588589,True,80,,search_boards
lever vertical to front,rotate the faucet handle to the front,search,,0.9947078184622583,True,80,,search_boards
lift bowl,grab the light blue bowl,search,,0.9644072971269168,True,80,,search_boards
lift bowl,grab and lift the blue bowl,search,,0.9684945792180779,True,80,,search_boards
lift bowl,pick up light blue bowl,search,,0.9685497937731576,True,80,,search_boards
lift bowl,grab and lift blue bowl,search,,0.9696845700051203,True,80,,search_boards
lift bowl,lift bowl,original,,0.9858887629156106,True,80,,search_boards
lift bowl,pick up the blue bowl,search,,0.9947096057650502,True,80,,search_boards
lift bowl,grab the blue bowl,search,,0.9947125832688958,True,80,,search_boards
lift bowl,pick up the light blue bowl,search,,0.9947173438083309,True,80,,search_boards
move drying rack out of sink,pull the grey utensil basket out of the sink,search,,0.9525884532392433,True,80,,search_boards
move drying rack out of sink,take the grey plastic basket out of the sink,search,,0.9891330645859971,True,80,,search_boards
move drying rack out of sink,take the grey utensil basket out of the sink,search,,0.9900310668039817,True,80,,search_boards
move drying rack out of sink,take the grey dish basket out of the sink,search,,0.991694860753432,True,80,,search_boards
move drying rack out of sink,move drying rack out of sink,original,,0.9931030980975528,True,80,,search_boards
move drying rack out of sink,remove the grey dish organizer from the sink,search,,0.9947185332768823,True,80,,search_boards
move drying rack out of sink,take the dish rack out of the sink,search,,0.9947221000843438,True,80,,search_boards
move drying rack out of sink,take the grey utensil holder out of the sink,search,,0.9947256644957555,True,80,,search_boards
move drying rack out of sink,pull the grey dish basket out of the sink,search,,0.9947262583314866,True,80,,search_boards
move the cloth from left to right,shift the blue cloth to the right,search,,0.9910473686148208,True,80,,search_boards
move the cloth from left to right,move the blue cloth to the right,search,,0.9912988931554519,True,80,,search_boards
move the cloth from left to right,move the blue cloth right,search,,0.9913969511158047,True,80,,search_boards
move the cloth from left to right,move blue cloth to the right,search,,0.9915310637611983,True,80,,search_boards
move the cloth from left to right,move the cloth from left to right,original,,0.9938753731065063,True,80,,search_boards
move the cloth from left to right,move the blue cloth over the stove to the right,search,,0.9947143689710436,True,80,,search_boards
move the cloth from left to right,drag the blue cloth to the right side of the stove,search,,0.9947315998612104,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left side of the table,search,,0.9743421909930816,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left side of the table,search,,0.9750374615765046,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left part of the table,search,,0.9760500359680178,True,80,,search_boards
move the cloth to the left of the table,push the orange cloth to the left,search,,0.9846182749219585,True,80,,search_boards
move the cloth to the left of the table,slide the orange rag to the left,search,,0.9847003460984369,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left,search,,0.9849607581471076,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left,search,,0.9870845846017385,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left of the table,original,,0.992018467377174,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left of the table,search,,0.9920658283003148,True,80,,search_boards
open brown1fbox flap,open the lid on the brown cardboard box,search,,0.9811196440644468,True,80,,search_boards
open brown1fbox flap,open the brown cardboard box,search,,0.988361349008973,True,80,,search_boards
open brown1fbox flap,open the brown box lid,search,,0.9918179400798124,True,80,,search_boards
open brown1fbox flap,open the brown box,search,,0.9938795058335697,True,80,,search_boards
open brown1fbox flap,open the flap of the kitchen set box,search,,0.9945506154376406,True,80,,search_boards
open brown1fbox flap,lift the flap of the brown box,search,,0.9945750994048781,True,80,,search_boards
open brown1fbox flap,open the flap on the cardboard box,search,,0.9945757101002436,True,80,,search_boards
open brown1fbox flap,open brown1fbox flap,original,,0.9946400575658871,True,80,,search_boards
open cabinet,grasp the cabinet handle and pull open,search,,0.9920274248143243,True,80,,search_boards
open cabinet,open cabinet,original,,0.9922872294059301,True,80,,search_boards
open cabinet,use the handle to open the cabinet door,search,,0.9923071287483308,True,80,,search_boards
open cabinet,pull open the kitchen cabinet,search,,0.9923321466269471,True,80,,search_boards
open cabinet,open the cabinet under the counter,search,,0.9924475505810075,True,80,,search_boards
open cabinet,pull open the cabinet door,search,,0.9924982863764277,True,80,,search_boards
open cabinet,pull open the kitchen cabinet door,search,,0.9926484729913406,True,80,,search_boards
open drawer of box,slide the drawer open,search,,0.9938753731065063,True,80,,search_boards
open drawer of box,slide the black handle drawer open,search,,0.9947000665405769,True,80,,search_boards
open drawer of box,slide the drawer out,search,,0.9947030493846346,True,80,,search_boards
open drawer of box,open drawer of box,original,,0.9947304133198673,True,80,,search_boards
open drawer of box,pull open the box drawer,search,,0.9947452260002305,True,80,,search_boards
open drawer of box,open the drawer of the box on the counter,search,,0.9947664835250355,True,80,,search_boards
open drawer of box,open the drawer,search,,0.9947711957903331,True,80,,search_boards
open fridge,open fridge,original,,0.9891597992762665,True,80,,search_boards
open fridge,pull open the gray toy refrigerator door,search,,0.9893116676101185,True,80,,search_boards
open fridge,gently pull open the grey toy refrigerator door,search,,0.9895694688369985,True,80,,search_boards
open fridge,pull open the grey toy fridge door,search,,0.9896416581007189,True,80,,search_boards
open fridge,pull open the grey toy refrigerator door,search,,0.9897340754359599,True,80,,search_boards
open fridge,pull the fridge door open,search,,0.9922724883777838,True,80,,search_boards
open fridge,pull open the refrigerator door,search,,0.9926153582275002,True,80,,search_boards
open fridge,pull the refrigerator door open,search,,0.9927297995279756,True,80,,search_boards
open fridge,pull open the grey fridge door,search,,0.9945056485650027,True,80,,search_boards
open fridge,pull open the grey refrigerator door,search,,0.9946917056858247,True,80,,search_boards
open large4fbox flaps,open large4fbox flaps,original,,0.9872052413569554,True,80,,search_boards
open large4fbox flaps,lift open the cardboard box flaps,search,,0.9935443286517335,True,80,,search_boards
open large4fbox flaps,lift the cardboard flaps open,search,,0.9937963222598825,True,80,,search_boards
open large4fbox flaps,lift the cardboard box flaps open,search,,0.9937963222598825,True,80,,search_boards
open large4fbox flaps,pull the cardboard flaps open,search,,0.99393980170943,True,80,,search_boards
open large4fbox flaps,open the cardboard box flaps,search,,0.9946297890424523,True,80,,search_boards
open large4fbox flaps,pull the cardboard box flaps open,search,,0.9946671447819673,True,80,,search_boards
open large4fbox flaps,pull open the cardboard box flaps,search,,0.9946701460553676,True,80,,search_boards
open low fridge,open the lower refrigerator door,search,,0.979009534802318,True,80,,search_boards
open low fridge,open the small white fridge door,search,,0.9790165119701337,True,80,,search_boards
open low fridge,open the low white fridge,search,,0.9790188371883711,True,80,,search_boards
open low fridge,open low fridge,original,,0.991220437879422,True,80,,search_boards
open low fridge,open the white lower refrigerator door,search,,0.9913047492090125,True,80,,search_boards
open low fridge,open the white lower fridge door,search,,0.9913261880007316,True,80,,search_boards
open low fridge,open the lower fridge,search,,0.9913727818424034,True,80,,search_boards
open low fridge,open the lower fridge door,search,,0.9915954542224662,True,80,,search_boards
open oven,pull the oven handle to open it,search,,0.9944409481414055,True,80,,search_boards
open oven,grab the oven handle and open it,search,,0.9944415738541327,True,80,,search_boards
open oven,pull open the oven door,search,,0.9944758804147327,True,80,,search_boards
open oven,open oven,original,,0.9946303936144997,True,80,,search_boards
open oven,pull open the handle of the white oven,search,,0.9946731456487291,True,80,,search_boards
open oven,pull open the white oven door gently,search,,0.9946785406860522,True,80,,search_boards
open oven,pull open the white oven,search,,0.9946785406860522,True,80,,search_boards
open oven,grab and pull open the white oven door,search,,0.9946887164879581,True,80,,search_boards
open the drawer,grab the handle and open the drawer,search,,0.984054624642352,True,80,,search_boards
open the drawer,pull the black handle to open the red drawer,search,,0.9845873866298974,True,80,,search_boards
open the drawer,open the drawer on the red box,search,,0.9856713881504322,True,80,,search_boards
open the drawer,pull open the drawer using the handle,search,,0.9868281271522338,True,80,,search_boards
open the drawer,open the drawer,original,,0.9912754298227912,True,80,,search_boards
open the drawer,use the handle to pull open the drawer,search,,0.9947617670353465,True,80,,search_boards
open the drawer,pull the drawer handle,search,,0.9947700181198406,True,80,,search_boards
open white1fbox flap,lift up the white box lid,search,,0.9860951283437629,True,80,,search_boards
open white1fbox flap,lift open the white cardboard box lid,search,,0.9891961508643913,True,80,,search_boards
open white1fbox flap,lift open the white box lid,search,,0.9904489050024181,True,80,,search_boards
open white1fbox flap,pull open the lid of the white box,search,,0.9934026853274883,True,80,,search_boards
open white1fbox flap,open white1fbox flap,original,,0.9946285796952435,True,80,,search_boards
open white1fbox flap,open the flap of the white box,search,,0.9946430740015794,True,80,,search_boards
open white1fbox flap,pull open the flap of the white box,search,,0.9946689457476642,True,80,,search_boards
open white1fbox flap,pull open the white box lid,search,,0.9946803378238056,True,80,,search_boards
pick up any cup,pick up any mug in the rack,search,,0.9880192364357862,True,80,,search_boards
pick up any cup,pick up any cup from the rack,search,,0.9899255039437037,True,80,,search_boards
pick up any cup,pick up any cup inside the rack,search,,0.9900321839063938,True,80,,search_boards
pick up any cup,pick up any cup,original,,0.9901498966742855,True,80,,search_boards
pick up any cup,pick up any cup in the rack,search,,0.9906470782547083,True,80,,search_boards
pick up any cup,grab any mug,search,,0.9946887164879581,True,80,,search_boards
pick up any cup,pick up one of the cups,search,,0.9947131785696103,True,80,,search_boards
pick up any cup,grab any cup from the rack,search,,0.9947304133198673,True,80,,search_boards
pick up blue pen and put into drawer,grab the blue marker and place it in the upper left compartment,search,,0.9745226750812308,True,80,,search_boards
pick up blue pen and put into drawer,move the blue pen to the top left plastic drawer,search,,0.9801570092109361,True,80,,search_boards
pick up blue pen and put into drawer,put the blue pen in the upper left organizer,search,,0.9846713286440716,True,80,,search_boards
pick up blue pen and put into drawer,pick up the blue dry erase marker and put it in the upper left drawer,search,,0.9859610186079676,True,80,,search_boards
pick up blue pen and put into drawer,pick up blue pen and put into drawer,original,,0.9887958367399494,True,80,,search_boards
pick up blue pen and put into drawer,put the blue dry erase marker in the upper left compartment,search,,0.9946466914957602,True,80,,search_boards
pick up blue pen and put into drawer,pick up the blue pen and place it in the upper left drawer,search,,0.9946491018085981,True,80,,search_boards
pick up blue pen and put into drawer,place the blue pen in the top left plastic drawer,search,,0.9946491018085981,True,80,,search_boards
pick up blue pen and put into drawer,grab the blue dry erase marker and place it in the side compartment,search,,0.9946653432111215,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the cardboard box,search,,0.9884831107624353,True,80,,search_boards
pick up bowl and put in small4fbox,place the light blue bowl in the cardboard box,search,,0.9894991343584785,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl in the box,search,,0.9895108892730604,True,80,,search_boards
pick up bowl and put in small4fbox,put the light blue bowl inside the box,search,,0.9898176939875701,True,80,,search_boards
pick up bowl and put in small4fbox,pick up bowl and put in small4fbox,original,,0.9931832626893443,True,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl into the cardboard box,search,,0.9947428587576937,True,80,,search_boards
pick up bowl and put in small4fbox,move the blue bowl into the cardboard box,search,,0.9947428587576937,True,80,,search_boards
pick up bowl and put in small4fbox,put the blue bowl in the box,search,,0.9947440425115313,True,80,,search_boards
