task,phrase,kind,base_kind,proxy,proxy_imputed,n_ctx,gt_success,source
end effector reaching pot or pan,touch the red plastic pot,search,,0.9946965811591578,True,80,,search_boards
end effector reaching pot or pan,reach for the red cooking pot,search,,0.9947037418607217,True,80,,search_boards
end effector reaching pot or pan,end effector reaching pot or pan,original,,0.9947192237394898,True,80,,search_boards
end effector reaching salmon,[dry-run:gemini] fc8dfe765447,rephrased,search,0.2050086869119735,False,80,,loop_gemini
end effector reaching salmon,bring gripper close to the pink salmon on the stove,search,,0.9790540593317144,True,80,,search_boards
end effector reaching salmon,approach the salmon on the stove,search,,0.9893238228007708,True,80,,search_boards
end effector reaching salmon,approach the salmon with the gripper,search,,0.9896430053684454,True,80,,search_boards
end effector reaching salmon,bring gripper close to the salmon,search,,0.9904597793538947,True,80,,search_boards
end effector reaching salmon,end effector reaching salmon,original,,0.9946888128651034,True,80,,search_boards
end effector reaching salmon,approach the salmon slice with the gripper,search,,0.9947535982099248,True,80,,search_boards
end effector reaching salmon,aim gripper at the salmon,search,,0.9947612722461392,True,80,,search_boards
end effector reaching salmon,reach toward the salmon on the stove,search,,0.9947642208244645,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink rabbit,search,,0.9947257602060071,True,80,,search_boards
end effector reaching stuffedrabbit,place gripper on the pink toy bunny,search,,0.9947364388871021,True,80,,search_boards
end effector reaching stuffedrabbit,point gripper at the pink bunny toy,search,,0.9947394013687798,True,80,,search_boards
end effector reaching stuffedrabbit,place the gripper on the pink stuffed rabbit,search,,0.9947411780616208,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching stuffedrabbit,original,,0.9947459129916473,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink stuffed rabbit,search,,0.9947600923523646,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink stuffed animal,search,,0.9947671677519349,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink bunny,search,,0.9947689351163872,True,80,,search_boards
end effector transition from pot or pan to object,move arm from orange bowl to red wheel,search,,0.40920096261497757,True,80,,search_boards
end effector transition from pot or pan to object,lift hand from orange bowl and move to red and white object,search,,0.4098578850744744,True,80,,search_boards
end effector transition from pot or pan to object,move hand from orange bowl to the red cylinder,search,,0.4472053427069509,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from orange pot to red container,search,,0.9929756953258836,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from orange bowl to red container,search,,0.9933131860640152,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from bowl to red cylinder,search,,0.9933901817980386,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from bowl to red object,search,,0.9945880078557604,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from pot or pan to object,original,,0.9947506436809422,True,80,,search_boards
flip cup upright,flip cup upright,original,,0.986692316284834,True,80,,search_boards
flip cup upright,put cup upright,search,,0.9868489465780463,True,80,,search_boards
flip cup upright,flip cup right side up,search,,0.987871167866256,True,80,,search_boards
flip cup upright,turn cup upright,search,,0.9882818649242964,True,80,,search_boards
flip cup upright,rotate cup upright,search,,0.9886229320299121,True,80,,search_boards
flip cup upright,rotate the blue cup upright,search,,0.9935473490363672,True,80,,search_boards
flip cup upright,flip the small blue cup upright,search,,0.9935567760533883,True,80,,search_boards
flip cup upright,turn the light blue cup upright,search,,0.9935799227635781,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up,search,,0.9527016173184107,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright,search,,0.9561703986407272,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup right side up,search,,0.9680640394652149,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright in sink,search,,0.9783678022141044,True,80,,search_boards
flip orange pot upright in sink,flip orange pot upright in sink,original,,0.9818581768335044,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup upright in the sink,search,,0.994706722647288,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up in sink,search,,0.9947079144946284,True,80,,search_boards
flip pot upright in sink,place the pot right-side up in the sink,search,,0.9740266693504156,True,80,,search_boards
flip pot upright in sink,turn the pot right-side up in the sink,search,,0.9768673961812693,True,80,,search_boards
flip pot upright in sink,place the pot right side up in the sink,search,,0.9778417931548001,True,80,,search_boards
flip pot upright in sink,orient the pot right side up in the sink,search,,0.9787360271785668,True,80,,search_boards
flip pot upright in sink,flip pot upright in sink,original,,0.9830423823235104,True,80,,search_boards
flip pot upright in sink,reorient the pot upright in the sink,search,,0.9947524165968813,True,80,,search_boards
flip pot upright in sink,orient the pot upright inside the sink,search,,0.9947642208244645,True,80,,search_boards
flip pot upright in sink,turn the pot right side up in the sink,search,,0.994765399793504,True,80,,search_boards
flip pot upright which is in sink,flip metal pot upright which is in sink,search,,0.9470768294288052,True,80,,search_boards
flip pot upright which is in sink,turn pot upright which is in sink,search,,0.9515510935218733,True,80,,search_boards
flip pot upright which is in sink,flip silver pot upright which is in sink,search,,0.9573873497038404,True,80,,search_boards
flip pot upright which is in sink,flip pot upright which is in sink,original,,0.9582018050714683,True,80,,search_boards
flip pot upright which is in sink,flip the pot in the sink right side up,search,,0.990729737218385,True,80,,search_boards
flip pot upright which is in sink,turn the silver pot over in the sink,search,,0.9910022244311703,True,80,,search_boards
flip pot upright which is in sink,flip the upside down silver pot in the sink,search,,0.9910996026280031,True,80,,search_boards
fold cloth in half,fold the light cloth in half over the burners,search,,0.9865983542510026,True,80,,search_boards
fold cloth in half,fold the white cloth in half over the burners,search,,0.9869805056845493,True,80,,search_boards
fold cloth in half,fold the beige cloth in half horizontally,search,,0.9886381997305167,True,80,,search_boards
fold cloth in half,fold cloth in half,original,,0.9894521746173844,True,80,,search_boards
fold cloth in half,fold the light beige cloth in half,search,,0.9900334808915441,True,80,,search_boards
fold cloth in half,fold the white cloth on the counter in half,search,,0.9947316954643267,True,80,,search_boards
fold cloth in half,fold the cloth in half horizontally,search,,0.9947405858970038,True,80,,search_boards
fold cloth in half,fold the beige cloth in half,search,,0.994744729656856,True,80,,search_boards
fold cloth in half,fold the cloth in half over the burners,search,,0.994744729656856,True,80,,search_boards
fold the cloth from bottom right to top left,[dry-run:gemini] a0a0c38f7214,rephrased,search,0.8036616281453741,False,80,,loop_gemini
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left corner,search,,0.989689310527619,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left,search,,0.9898235803152223,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green towel from bottom right to top left,search,,0.9906776125235136,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green towel from bottom right to top left,search,,0.9916200972097309,True,80,,search_boards
fold the cloth from bottom right to top left,fold the cloth from bottom right to top left,original,,0.9925060032033299,True,80,,search_boards
fold the cloth from bottom right to top left,fold the bottom right tape of the green cloth to the top left tape,search,,0.9945168699265603,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth by moving the bottom right corner to the top left,search,,0.9945279692183471,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth from the bottom right edge to the top left edge,search,,0.9945365865505177,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half up,search,,0.9584098494707376,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half upwards,search,,0.9702227992878193,True,80,,search_boards
fold the cloth from bottom to top,fold the white towel from bottom to top,search,,0.9872767610834717,True,80,,search_boards
fold the cloth from bottom to top,fold the bottom of the towel to the top,search,,0.987679817872719,True,80,,search_boards
fold the cloth from bottom to top,fold the cloth from bottom to top,original,,0.9917674124544522,True,80,,search_boards
fold the cloth from left to right,move the left side of the orange cloth to the right,search,,0.9544157738915212,True,80,,search_boards
fold the cloth from left to right,move the left corner of the orange cloth to the right,search,,0.969817920012701,True,80,,search_boards
fold the cloth from left to right,fold the left tape of the orange cloth to the right,search,,0.9785491238938778,True,80,,search_boards
fold the cloth from left to right,fold the cloth from left to right,original,,0.9888785013999407,True,80,,search_boards
fold the cloth from left to right,fold the orange cloth in half from left to right,search,,0.9903943132978879,True,80,,search_boards
fold the cloth from left to right,fold the orange rag from left to right,search,,0.9947192237394898,True,80,,search_boards
fold the cloth from right to left,fold the light green dish cloth on the counter from right to left,search,,0.9849761112717752,True,80,,search_boards
fold the cloth from right to left,fold the light green cleaning cloth on the counter from right to left,search,,0.9855512528269033,True,80,,search_boards
fold the cloth from right to left,fold the right half of the green cloth over to the left,search,,0.9873660275596624,True,80,,search_boards
fold the cloth from right to left,grasp the right side of the green cloth and fold it left,search,,0.9874237892064738,True,80,,search_boards
fold the cloth from right to left,carefully fold the light green dish cloth on the counter from right to left,search,,0.9875245940198156,True,80,,search_boards
fold the cloth from right to left,fold the green cloth in half starting from the right,search,,0.9875454943904549,True,80,,search_boards
fold the cloth from right to left,fold the cloth on the counter from right to left,search,,0.9875691396839662,True,80,,search_boards
fold the cloth from right to left,fold the green cleaning cloth on the counter from right to left,search,,0.9875996736865129,True,80,,search_boards
fold the cloth from right to left,gently fold the light green dish cloth on the counter from right to left,search,,0.9877881574826204,True,80,,search_boards
fold the cloth from right to left,gently fold the green cloth on the counter from right to left,search,,0.9881791752005427,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter from right to left,search,,0.9892132683109331,True,80,,search_boards
fold the cloth from right to left,carefully fold the green dish cloth on the counter from right to left,search,,0.9893572468043231,True,80,,search_boards
fold the cloth from right to left,gently fold the green dish cloth on the counter from right to left,search,,0.9895157768506346,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter over to the left,search,,0.9895392368147343,True,80,,search_boards
fold the cloth from right to left,fold the cloth from right to left,original,,0.9919889819202491,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue rag from bottom to top,search,,0.9740810230325706,True,80,,search_boards
fold the cloth from the bottom to the top,fold the bottom half of the blue cloth upward,search,,0.9764805920409321,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel in half from bottom to top,search,,0.9780079564690828,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel from bottom to top,search,,0.9783917456914146,True,80,,search_boards
fold the cloth from the bottom to the top,fold the cloth from the bottom to the top,original,,0.9885488517787114,True,80,,search_boards
fold the cloth from the bottom to the top,grab the bottom edge of the blue cloth and fold it up,search,,0.9946256526591031,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue cloth from bottom to top,search,,0.9946298864831065,True,80,,search_boards
fold the cloth from the left to the right,bring the left edge of the light blue towel over to the right,search,,0.9582652280734193,True,80,,search_boards
fold the cloth from the left to the right,fold the left side of the light blue towel to the right,search,,0.9782525119120452,True,80,,search_boards
fold the cloth from the left to the right,grab the left corner of the light blue towel and fold it to the right,search,,0.978979649578412,True,80,,search_boards
fold the cloth from the left to the right,fold the left part of the light blue towel over to the right,search,,0.9828736254331847,True,80,,search_boards
fold the cloth from the left to the right,fold the cloth from the left to the right,original,,0.991291236492487,True,80,,search_boards
fold the cloth from the left to the right,grab the left side of the blue cloth and fold it right,search,,0.9947239783318716,True,80,,search_boards
fold the cloth from the left to the right,fold the blue cloth horizontally from left to right,search,,0.9947287286661005,True,80,,search_boards
fold the cloth from the left to the right,fold the left corner of the blue cloth to the right,search,,0.9947364388871021,True,80,,search_boards
fold the cloth from the left to the right,fold the light blue towel in half from left to right,search,,0.9947376240788587,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right,search,,0.9800845847268879,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth starting from top left to bottom right,search,,0.9837483360396742,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the towel from top left to bottom right,search,,0.9872440168331724,True,80,,search_boards
fold the cloth from the top left to the bottom right,grab the top left corner of the blue towel and fold it to the bottom right,search,,0.9874658885726616,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9874994678587015,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right corner,search,,0.9893274089049593,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from top left to bottom right,search,,0.9899516164231722,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from the top left to the bottom right,original,,0.9921395800022456,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally to the bottom right,search,,0.969969958900171,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9800248435734791,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally from top left to bottom right,search,,0.9860160028742504,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue rag diagonally from top left to bottom right,search,,0.9862082221345108,True,80,,search_boards
fold the cloth from top left to bottom right,fold the cloth from top left to bottom right,original,,0.9910716011832659,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally towards the bottom right corner,search,,0.9947097017651604,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally towards the bottom right,search,,0.9947102973885729,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth from the top corner to the bottom right,search,,0.994712679215263,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top edge of the blue rag towards the bottom left,search,,0.9811472202896003,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue rag from top right to bottom left,search,,0.9892482386721456,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top of the blue rag towards the bottom left,search,,0.9893917553958971,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue cloth from top right to bottom left,search,,0.9901047091019306,True,80,,search_boards
fold the cloth from top right to bottom left,fold the blue cloth in half diagonally towards the bottom left,search,,0.9909211186809822,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold the blue cloth from top right to bottom left,search,,0.99143659838137,True,80,,search_boards
fold the cloth from top right to bottom left,fold the cloth from top right to bottom left,original,,0.99164545522519,True,80,,search_boards
fold the cloth from top to bottom,[dry-run:gemini] 5aac1776ceba,rephrased,search,0.3463528744532318,False,80,,loop_gemini
fold the cloth from top to bottom,grab the top edge of the blue cloth and pull it down,search,,0.9775480501675632,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth by pulling the top down,search,,0.9796604375391424,True,80,,search_boards
fold the cloth from top to bottom,pull the top edge of the blue cloth down to fold it,search,,0.9864493758362314,True,80,,search_boards
fold the cloth from top to bottom,pull the top of the blue cloth down to fold it,search,,0.9881606498215616,True,80,,search_boards
fold the cloth from top to bottom,pull the top corner of the blue cloth down,search,,0.9894012555121119,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth downward from the top,search,,0.989420230501779,True,80,,search_boards
fold the cloth from top to bottom,fold the cloth from top to bottom,original,,0.9908505834225125,True,80,,search_boards
lever vertical to front,push the silver handle to the front,search,,0.9719727918513953,True,80,,search_boards
lever vertical to front,move the silver handle to the front,search,,0.9723465451733989,True,80,,search_boards
lever vertical to front,turn the silver handle to the front,search,,0.9731949786942481,True,80,,search_boards
lever vertical to front,move the silver lever to the front,search,,0.9850296187999016,True,80,,search_boards
lever vertical to front,lever vertical to front,original,,0.9856844292190611,True,80,,search_boards
lever vertical to front,turn the faucet handle to point forward,search,,0.9946292818542686,True,80,,search_boards
lever vertical to front,rotate the faucet handle forward,search,,0.994637740499944,True,80,,search_boards
lever vertical to front,turn the faucet knob to the front,search,,0.9946473912999286,True,80,,search_boards
lever vertical to front,move the faucet lever to the front,search,,0.9946594305093225,True,80,,search_boards
lever vertical to front,pull the faucet handle to the front,search,,0.9946852236823148,True,80,,search_boards
lever vertical to front,push the faucet handle to the front,search,,0.9946947894796111,True,80,,search_boards
lever vertical to front,rotate the faucet handle to the front,search,,0.9946965811591578,True,80,,search_boards
lift bowl,grab the light blue bowl,search,,0.9643340272946914,True,80,,search_boards
lift bowl,grab and lift the blue bowl,search,,0.9684294478789114,True,80,,search_boards
lift bowl,pick up light blue bowl,search,,0.968484772865022,True,80,,search_boards
lift bowl,grab and lift blue bowl,search,,0.9696218215771449,True,80,,search_boards
lift bowl,lift bowl,original,,0.9858590656365854,True,80,,search_boards
lift bowl,pick up the blue bowl,search,,0.9946983722368424,True,80,,search_boards
lift bowl,grab the blue bowl,search,,0.9947013560293879,True,80,,search_boards
lift bowl,pick up the light blue bowl,search,,0.9947061266234999,True,80,,search_boards
move light switch to the right,[dry-run:gemini] 14fa3c1c07c5,rephrased,search,0.639421902373544,False,80,,loop_gemini
move light switch to the right,push the little white switch to the right,search,,0.9936410058071302,True,80,,search_boards
move light switch to the right,push the little switch to the right,search,,0.9942650052177153,True,80,,search_boards
move light switch to the right,flip the little switch to the right,search,,0.9943125704509083,True,80,,search_boards
move light switch to the right,move light switch to the right,original,,0.9943215250554067,True,80,,search_boards
move light switch to the right,push the little switch right,search,,0.9944498024392626,True,80,,search_boards
move light switch to the right,toggle the switch right,search,,0.9947707018870585,True,80,,search_boards
move light switch to the right,push the switch right,search,,0.9947807023811863,True,80,,search_boards
move light switch to the right,flip the toggle switch to the right,search,,0.9947848146999783,True,80,,search_boards
move the cloth from left to right,shift the blue cloth to the right,search,,0.9910284288948868,True,80,,search_boards
move the cloth from left to right,move the blue cloth to the right,search,,0.9912804808660394,True,80,,search_boards
move the cloth from left to right,move the blue cloth right,search,,0.9913787445208537,True,80,,search_boards
move the cloth from left to right,move blue cloth to the right,search,,0.9915131385585951,True,80,,search_boards
move the cloth from left to right,move the cloth from left to right,original,,0.9938623791136103,True,80,,search_boards
move the cloth from left to right,move the blue cloth over the stove to the right,search,,0.9947031455030838,True,80,,search_boards
move the cloth from left to right,drag the blue cloth to the right side of the stove,search,,0.9947204127869936,True,80,,search_boards
move the cloth from right to left,drag the orange cloth from the right side to the left side,search,,0.9575808808822719,True,80,,search_boards
move the cloth from right to left,reposition the orange rag on the left burner,search,,0.9577689937370799,True,80,,search_boards
move the cloth from right to left,wipe the stove by moving the orange rag to the left,search,,0.9582335280863119,True,80,,search_boards
move the cloth from right to left,slide the cloth from right to left,search,,0.9895789996085851,True,80,,search_boards
move the cloth from right to left,pull the cloth from right to left,search,,0.9905470871455072,True,80,,search_boards
move the cloth from right to left,shift the cloth from right to left,search,,0.9934479026843176,True,80,,search_boards
move the cloth from right to left,move the cloth from right to left,original,,0.9936431510968928,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left side of the table,search,,0.9742888275274172,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left side of the table,search,,0.9749855070198854,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left part of the table,search,,0.9760001370095626,True,80,,search_boards
move the cloth to the left of the table,push the orange cloth to the left,search,,0.9845859456880441,True,80,,search_boards
move the cloth to the left of the table,slide the orange rag to the left,search,,0.9846681866753124,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left,search,,0.9849291377248202,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left,search,,0.9870573709068433,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left of the table,original,,0.9920015654826535,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left of the table,search,,0.9920490258946377,True,80,,search_boards
move the silver pot to the upper right of table,[dry-run:gemini] 9af3b2893c5d,rephrased,search,0.7443124780005983,False,80,,loop_gemini
move the silver pot to the upper right of table,slide the plush mouse to the top right of the table,search,,0.8499146913026824,True,80,,search_boards
move the silver pot to the upper right of table,slide the grey stuffed animal to the upper right,search,,0.849986871336857,True,80,,search_boards
move the silver pot to the upper right of table,move the small grey mouse away from the house,search,,0.9052814953693039,True,80,,search_boards
move the silver pot to the upper right of table,move the small silver pot to the upper right of table,search,,0.9744640443982268,True,80,,search_boards
move the silver pot to the upper right of table,shift the small silver pot to the upper right of table,search,,0.9836866922840787,True,80,,search_boards
move the silver pot to the upper right of table,move the silver pot to the upper right of table,original,,0.9871006808490513,True,80,,search_boards
move the silver pot to the upper right of table,shift the silver pot to the upper right of table,search,,0.9875580180137176,True,80,,search_boards
open book,flip open the red album,search,,0.9880555748861032,True,80,,search_boards
open book,open the book,search,,0.9946876167387996,True,80,,search_boards
open book,open book,original,,0.994702549078654,True,80,,search_boards
open book,flip open the red book,search,,0.9947162499552303,True,80,,search_boards
open book,open the red book on the table,search,,0.9947210072108749,True,80,,search_boards
open brown1fbox flap,open the lid on the brown cardboard box,search,,0.9810801027245422,True,80,,search_boards
open brown1fbox flap,open the brown cardboard box,search,,0.9883367937598138,True,80,,search_boards
open brown1fbox flap,open the brown box lid,search,,0.9918006170534492,True,80,,search_boards
open brown1fbox flap,open the brown box,search,,0.993866520554547,True,80,,search_boards
open brown1fbox flap,open the flap of the kitchen set box,search,,0.9945390461656319,True,80,,search_boards
open brown1fbox flap,lift the flap of the brown box,search,,0.9945635818292228,True,80,,search_boards
open brown1fbox flap,open the flap on the cardboard box,search,,0.9945641938140658,True,80,,search_boards
