# NOTE (sim phase): base_logit / rewrite_logit / delta here are REAL rollout success rates in percent (0-100), not proxy logits.
task,base_kind,base,base_logit,rewrite,rewrite_logit,delta,same_draw,n_ctx
widowx_spoon_on_towel,adversarial,"Rather than leaving it where it currently sits, take the device we use to eat cereal and leave it securely upon the towel.",0.0,Put the spoon on the towel.,33.3333,33.3333,True,6.0
widowx_coke_can_on_plate_clean,adversarial,Ensure that the plate is made to bear the weight of the red aluminum beverage cylinder without delay.,0.0,Put the red can on the plate.,33.3333,33.3333,True,6.0
widowx_spoon_on_towel,adversarial,Let the spoon be taken up by your manipulators and carried across the workspace until it is ultimately situated on the towel.,0.0,"Pick up the spoon with your gripper, carry it across the table, and place it on the towel.",50.0,50.0,True,6.0
widowx_coke_can_on_ramekin_clean,adversarial,"Should you be capable of manipulating the cylindrical cola container, proceed to hoist it and guide it downward until it is securely housed in the ramekin.",0.0,Pick up the red cola can and put it in the white bowl.,66.6667,66.6667,True,6.0
widowx_coke_can_on_ramekin_clean,natural,place the cola can standing up inside the white bowl,50.0,Place the cola can upright in the white bowl.,0.0,-50.0,True,6.0
widowx_coke_can_on_plate_clean,natural,Grab that red aluminum can and set it on the plate.,66.6667,Pick up the red can and place it on the green plate.,33.3333,-33.3333,True,6.0
widowx_spoon_on_towel,natural,Could you grab that spoon and set it on the cloth for me?,50.0,Pick up the green spoon and place it on the blue cloth.,33.3333,-16.6667,True,6.0
widowx_stack_cube,natural,Stack the green on the yellow.,50.0,Put the green cube on the yellow cube.,33.3333,-16.6667,True,6.0
widowx_coke_can_on_plate_clean,natural,put the coke down on the plate,83.3333,Put the coke on the plate.,66.6667,-16.6667,True,6.0
widowx_carrot_on_wheel_clean,natural,Transfer the carrot over to the wheel.,0.0,Put the carrot in the center of the wheel.,0.0,0.0,True,6.0
widowx_carrot_on_wheel_clean,natural,set the carrot on the wheel,16.6667,Set the carrot on the wheel.,16.6667,0.0,True,6.0
widowx_carrot_on_keyboard_clean,natural,place the carrot across the black keyboard,0.0,Place the carrot across the black keyboard.,0.0,0.0,True,6.0
widowx_stack_cube,natural,Can you place the green block onto the yellow block for me?,33.3333,Place the green block onto the yellow block.,33.3333,0.0,True,6.0
widowx_coke_can_on_plate_clean,natural,put the coke can on the dish,0.0,Put the coke can on the dish.,0.0,0.0,True,6.0
widowx_carrot_on_wheel_clean,natural,place the carrot in the black wheel,33.3333,Put the carrot in the black wheel.,33.3333,0.0,True,6.0
widowx_coke_can_on_ramekin_clean,natural,Pick up the red cola can and place it upright inside the white bowl.,50.0,Grab the red cola can and set it upright in the white bowl.,50.0,0.0,True,6.0
widowx_coke_can_on_ramekin_clean,natural,place the cola can inside the white bowl,0.0,Put the cola can inside the white bowl.,16.6667,16.6667,True,6.0
widowx_coke_can_on_ramekin_clean,natural,place the red can upright inside the white bowl,50.0,put the red can in the white bowl standing vertical,66.6667,16.6667,True,6.0
widowx_carrot_on_wheel_clean,natural,Move the orange vegetable to the wheel.,0.0,Put the carrot on the toy wheel.,16.6667,16.6667,True,6.0
widowx_stack_cube,natural,put the green cube on the yellow one,33.3333,Stack the green cube on the yellow cube.,66.6667,33.3333,True,6.0
widowx_carrot_on_keyboard_clean,original,carrot on keyboard,33.3333,Put the carrot on the keyboard.,0.0,-33.3333,True,6.0
widowx_coke_can_on_plate_clean,original,put the coke can on the plate,33.3333,Put the coke can on the plate.,33.3333,0.0,True,6.0
widowx_carrot_on_wheel_clean,original,put the carrot on the wheel,0.0,Put the carrot on the wheel.,0.0,0.0,True,6.0
