task,phrase,kind,base_kind,proxy,proxy_imputed,n_ctx,gt_success,source
close microwave,shut the white microwave door,search,,0.9946778486801551,True,80,,search_boards
close microwave,shut the microwave door,search,,0.9946784478706524,True,80,,search_boards
close microwave,close the wooden microwave,search,,0.9946814428168104,True,80,,search_boards
close microwave,shut the microwave,search,,0.9946844360864334,True,80,,search_boards
close oven,close oven,original,,0.9945474521371536,True,80,,search_boards
close oven,push the open oven door until it is shut,search,,0.9945664477282168,True,80,,search_boards
close oven,push the open oven door shut,search,,0.994568893973317,True,80,,search_boards
close oven,push the oven door back to close it,search,,0.9945853775027104,True,80,,search_boards
close oven,push the oven door to shut it,search,,0.9945878152717943,True,80,,search_boards
close oven,close the open oven door,search,,0.9946363420671825,True,80,,search_boards
close oven,shut the open oven door,search,,0.9946363420671825,True,80,,search_boards
close oven,close the oven door completely,search,,0.994638757014706,True,80,,search_boards
close oven,push the oven door to close it,search,,0.9946447896532009,True,80,,search_boards
close small4fbox flaps,close the small box on the stove,search,,0.9916479717662475,True,80,,search_boards
close small4fbox flaps,shut the small box,search,,0.9942395732158866,True,80,,search_boards
close small4fbox flaps,close the small box,search,,0.9942421657715272,True,80,,search_boards
close small4fbox flaps,fold the flaps of the box closed,search,,0.9945419249280297,True,80,,search_boards
close small4fbox flaps,shut the flaps of the small cardboard box,search,,0.9945480659277843,True,80,,search_boards
close small4fbox flaps,close small4fbox flaps,original,,0.9946127395554086,True,80,,search_boards
close small4fbox flaps,close the box flaps on the stove,search,,0.99464720081773,True,80,,search_boards
close white1fbox flap,close flap of the white box,search,,0.9945419249280297,True,80,,search_boards
close white1fbox flap,close the flap on the white box,search,,0.9945499068874143,True,80,,search_boards
close white1fbox flap,close white1fbox flap,original,,0.994560939669482,True,80,,search_boards
close white1fbox flap,close white box's flap,search,,0.9945701166850935,True,80,,search_boards
close white1fbox flap,close white box flap,search,,0.9946327176171221,True,80,,search_boards
close white1fbox flap,fold down the white box flap,search,,0.994633321861253,True,80,,search_boards
end effector reaching banana,aim the claw at the toy banana,search,,0.9781697206955979,True,80,,search_boards
end effector reaching banana,navigate to the toy banana,search,,0.9810983397260609,True,80,,search_boards
end effector reaching banana,aim the hand at the toy banana,search,,0.9827851517138316,True,80,,search_boards
end effector reaching banana,reach toward the yellow banana,search,,0.9911371511553786,True,80,,search_boards
end effector reaching banana,end effector reaching banana,original,,0.9939797914510893,True,80,,search_boards
end effector reaching banana,grab the yellow banana on the stove,search,,0.9947214137128776,True,80,,search_boards
end effector reaching banana,reach toward the toy banana,search,,0.9947220080246637,True,80,,search_boards
end effector reaching banana,aim the claw at the yellow banana,search,,0.9947231964485689,True,80,,search_boards
end effector reaching carrot,touch the carrot on the stove grate,search,,0.9806352630756795,True,80,,search_boards
end effector reaching carrot,touch the orange carrot on the stove,search,,0.9863791182168408,True,80,,search_boards
end effector reaching carrot,touch the orange carrot on the right stove grate,search,,0.9879841410251679,True,80,,search_boards
end effector reaching carrot,point gripper at the orange carrot,search,,0.9884983645578387,True,80,,search_boards
end effector reaching carrot,end effector reaching carrot,original,,0.9945981636185065,True,80,,search_boards
end effector reaching carrot,aim gripper at the orange carrot,search,,0.9946393605825911,True,80,,search_boards
end effector reaching corn,reach for the yellow corn on the stove,search,,0.9182347547569982,True,80,,search_boards
end effector reaching corn,put the gripper next to the corn,search,,0.9920407038227657,True,80,,search_boards
end effector reaching corn,touch the yellow corn,search,,0.9944207910251336,True,80,,search_boards
end effector reaching corn,position gripper next to the corn,search,,0.9944689395401114,True,80,,search_boards
end effector reaching corn,touch the yellow corn with the gripper,search,,0.9944708070698793,True,80,,search_boards
end effector reaching corn,touch the toy corn with the gripper,search,,0.9944956476298406,True,80,,search_boards
end effector reaching corn,end effector reaching corn,original,,0.9945277745096804,True,80,,search_boards
end effector reaching corn,touch the corn with the gripper,search,,0.9945333159696917,True,80,,search_boards
end effector reaching pot or pan,touch the red pot on the burner,search,,0.9816894232889016,True,80,,search_boards
end effector reaching pot or pan,reach for the red pot on the burner,search,,0.9905255300523835,True,80,,search_boards
end effector reaching pot or pan,move the gripper to the red toy pot,search,,0.9920630168841837,True,80,,search_boards
end effector reaching pot or pan,bring the gripper to the red toy pot,search,,0.9929271192268445,True,80,,search_boards
end effector reaching pot or pan,touch the red plastic pot,search,,0.9945902519493166,True,80,,search_boards
end effector reaching pot or pan,reach for the red cooking pot,search,,0.994597555437346,True,80,,search_boards
end effector reaching pot or pan,end effector reaching pot or pan,original,,0.9946133460364723,True,80,,search_boards
end effector reaching salmon,[dry-run:gemini] 2494cf975c88,rephrased,search,0.6382462239143707,False,80,,loop_gemini
end effector reaching salmon,[dry-run:gemini] c8f211e83298,rephrased,search,0.7698281844504054,False,80,,loop_gemini
end effector reaching salmon,bring gripper close to the pink salmon on the stove,search,,0.9786408447224895,True,80,,search_boards
end effector reaching salmon,approach the salmon on the stove,search,,0.989110953396032,True,80,,search_boards
end effector reaching salmon,approach the salmon with the gripper,search,,0.9894364321054235,True,80,,search_boards
end effector reaching salmon,bring gripper close to the salmon,search,,0.990269336705793,True,80,,search_boards
end effector reaching salmon,end effector reaching salmon,original,,0.9945823287556103,True,80,,search_boards
end effector reaching salmon,approach the salmon slice with the gripper,search,,0.9946484059950478,True,80,,search_boards
end effector reaching salmon,aim gripper at the salmon,search,,0.9946562330718407,True,80,,search_boards
end effector reaching salmon,reach toward the salmon on the stove,search,,0.9946592404532604,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink rabbit,search,,0.9946200128480285,True,80,,search_boards
end effector reaching stuffedrabbit,place gripper on the pink toy bunny,search,,0.9946309044787048,True,80,,search_boards
end effector reaching stuffedrabbit,point gripper at the pink bunny toy,search,,0.9946339260377254,True,80,,search_boards
end effector reaching stuffedrabbit,place the gripper on the pink stuffed rabbit,search,,0.994635738161268,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching stuffedrabbit,original,,0.9946405675156184,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink stuffed rabbit,search,,0.9946550296477064,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink stuffed animal,search,,0.9946622461512593,True,80,,search_boards
end effector reaching stuffedrabbit,end effector reaching pink bunny,search,,0.9946640487624046,True,80,,search_boards
end effector transition from pot or pan to object,move arm from orange bowl to red wheel,search,,0.40438495429268084,True,80,,search_boards
end effector transition from pot or pan to object,lift hand from orange bowl and move to red and white object,search,,0.40503944580142515,True,80,,search_boards
end effector transition from pot or pan to object,move hand from orange bowl to the red cylinder,search,,0.4422768905431943,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from orange pot to red container,search,,0.9928351122861913,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from orange bowl to red container,search,,0.99317931110092,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from bowl to red cylinder,search,,0.9932578378834281,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from bowl to red object,search,,0.9944795139210912,True,80,,search_boards
end effector transition from pot or pan to object,end effector transition from pot or pan to object,original,,0.9946453925455885,True,80,,search_boards
flip cup upright,flip cup upright,original,,0.9864276977931222,True,80,,search_boards
flip cup upright,put cup upright,search,,0.9865874002857817,True,80,,search_boards
flip cup upright,flip cup right side up,search,,0.9876296965294562,True,80,,search_boards
flip cup upright,turn cup upright,search,,0.988048471180003,True,80,,search_boards
flip cup upright,rotate cup upright,search,,0.988396251664811,True,80,,search_boards
flip cup upright,rotate the blue cup upright,search,,0.9934181311249684,True,80,,search_boards
flip cup upright,flip the small blue cup upright,search,,0.993427745674453,True,80,,search_boards
flip cup upright,turn the light blue cup upright,search,,0.9934513528596469,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up,search,,0.9517941274759707,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright,search,,0.9553263417210451,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup right side up,search,,0.9674412273747736,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup upright in sink,search,,0.9779413543753767,True,80,,search_boards
flip orange pot upright in sink,flip orange pot upright in sink,original,,0.9814992355956825,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup upright in the sink,search,,0.9946005956622819,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up in sink,search,,0.9946018112757548,True,80,,search_boards
flip pot upright in sink,place the pot right-side up in the sink,search,,0.9735169587957576,True,80,,search_boards
flip pot upright in sink,turn the pot right-side up in the sink,search,,0.9764120831018267,True,80,,search_boards
flip pot upright in sink,place the pot right side up in the sink,search,,0.9774052152772313,True,80,,search_boards
flip pot upright in sink,orient the pot right side up in the sink,search,,0.9783166774882949,True,80,,search_boards
flip pot upright in sink,flip pot upright in sink,original,,0.9827064582633815,True,80,,search_boards
flip pot upright in sink,reorient the pot upright in the sink,search,,0.99464720081773,True,80,,search_boards
flip pot upright in sink,orient the pot upright inside the sink,search,,0.9946592404532604,True,80,,search_boards
flip pot upright in sink,turn the pot right side up in the sink,search,,0.9946604429344181,True,80,,search_boards
flip pot upright which is in sink,flip metal pot upright which is in sink,search,,0.9460675290127099,True,80,,search_boards
flip pot upright which is in sink,turn pot upright which is in sink,search,,0.9506226732627777,True,80,,search_boards
flip pot upright which is in sink,flip silver pot upright which is in sink,search,,0.9565656638792485,True,80,,search_boards
flip pot upright which is in sink,flip pot upright which is in sink,original,,0.9573951252381603,True,80,,search_boards
flip pot upright which is in sink,flip the pot in the sink right side up,search,,0.9905446320457575,True,80,,search_boards
flip pot upright which is in sink,turn the silver pot over in the sink,search,,0.9908225097809954,True,80,,search_boards
flip pot upright which is in sink,flip the upside down silver pot in the sink,search,,0.9909218151180561,True,80,,search_boards
fold cloth in half,fold the light cloth in half over the burners,search,,0.9863318932400672,True,80,,search_boards
fold cloth in half,fold the white cloth in half over the burners,search,,0.9867215406160762,True,80,,search_boards
fold cloth in half,fold the beige cloth in half horizontally,search,,0.988411819998323,True,80,,search_boards
fold cloth in half,fold cloth in half,original,,0.9892418365556434,True,80,,search_boards
fold cloth in half,fold the light beige cloth in half,search,,0.9898346157780753,True,80,,search_boards
fold cloth in half,fold the white cloth on the counter in half,search,,0.9946260664640911,True,80,,search_boards
fold cloth in half,fold the cloth in half horizontally,search,,0.9946351341877256,True,80,,search_boards
fold cloth in half,fold the beige cloth in half,search,,0.9946393605825911,True,80,,search_boards
fold cloth in half,fold the cloth in half over the burners,search,,0.9946393605825911,True,80,,search_boards
fold the cloth from bottom right to top left,[dry-run:gemini] 6af0c68a9921,rephrased,search,0.5378712957170997,False,80,,loop_gemini
fold the cloth from bottom right to top left,[dry-run:gemini] d3264758e504,rephrased,search,0.6331175519537551,False,80,,loop_gemini
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left corner,search,,0.9894836510202039,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left,search,,0.9896205708979268,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green towel from bottom right to top left,search,,0.9904914765334271,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green towel from bottom right to top left,search,,0.9914526170350496,True,80,,search_boards
fold the cloth from bottom right to top left,fold the cloth from bottom right to top left,original,,0.992356092202233,True,80,,search_boards
fold the cloth from bottom right to top left,fold the bottom right tape of the green cloth to the top left tape,search,,0.9944069579130287,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth by moving the bottom right corner to the top left,search,,0.9944182784467985,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth from the bottom right edge to the top left edge,search,,0.9944270675515886,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half up,search,,0.9576070071298886,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half upwards,search,,0.9696407668416305,True,80,,search_boards
fold the cloth from bottom to top,fold the white towel from bottom to top,search,,0.9870236112271262,True,80,,search_boards
fold the cloth from bottom to top,fold the bottom of the towel to the top,search,,0.9874345854303052,True,80,,search_boards
fold the cloth from bottom to top,fold the cloth from bottom to top,original,,0.9916028515802773,True,80,,search_boards
fold the cloth from left to right,move the left side of the orange cloth to the right,search,,0.953539568811669,True,80,,search_boards
fold the cloth from left to right,move the left corner of the orange cloth to the right,search,,0.969228224695021,True,80,,search_boards
fold the cloth from left to right,fold the left tape of the orange cloth to the right,search,,0.9781261706359975,True,80,,search_boards
fold the cloth from left to right,fold the cloth from left to right,original,,0.9886568546567265,True,80,,search_boards
fold the cloth from left to right,fold the orange cloth in half from left to right,search,,0.9902025767381141,True,80,,search_boards
fold the cloth from left to right,fold the orange rag from left to right,search,,0.9946133460364723,True,80,,search_boards
fold the cloth from right to left,fold the light green dish cloth on the counter from right to left,search,,0.9846778965983976,True,80,,search_boards
fold the cloth from right to left,fold the light green cleaning cloth on the counter from right to left,search,,0.9852642835572571,True,80,,search_boards
fold the cloth from right to left,fold the right half of the green cloth over to the left,search,,0.9871146306266343,True,80,,search_boards
fold the cloth from right to left,grasp the right side of the green cloth and fold it left,search,,0.9871735267118156,True,80,,search_boards
fold the cloth from right to left,carefully fold the light green dish cloth on the counter from right to left,search,,0.9872763116594995,True,80,,search_boards
fold the cloth from right to left,fold the green cloth in half starting from the right,search,,0.9872976226336545,True,80,,search_boards
fold the cloth from right to left,fold the cloth on the counter from right to left,search,,0.987321732478402,True,80,,search_boards
fold the cloth from right to left,fold the green cleaning cloth on the counter from right to left,search,,0.9873528664063607,True,80,,search_boards
fold the cloth from right to left,gently fold the light green dish cloth on the counter from right to left,search,,0.9875450543392185,True,80,,search_boards
fold the cloth from right to left,gently fold the green cloth on the counter from right to left,search,,0.9879437611040962,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter from right to left,search,,0.9889982191032813,True,80,,search_boards
fold the cloth from right to left,carefully fold the green dish cloth on the counter from right to left,search,,0.9891450365195732,True,80,,search_boards
fold the cloth from right to left,gently fold the green dish cloth on the counter from right to left,search,,0.9893066933973309,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter over to the left,search,,0.9893306161712594,True,80,,search_boards
fold the cloth from right to left,fold the cloth from right to left,original,,0.9918288134994284,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue rag from bottom to top,search,,0.9735723501943768,True,80,,search_boards
fold the cloth from the bottom to the top,fold the bottom half of the blue cloth upward,search,,0.9760178525038314,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel in half from bottom to top,search,,0.9775745773860264,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel from bottom to top,search,,0.9779657592337244,True,80,,search_boards
fold the cloth from the bottom to the top,fold the cloth from the bottom to the top,original,,0.9883207128518303,True,80,,search_boards
fold the cloth from the bottom to the top,grab the bottom edge of the blue cloth and fold it up,search,,0.9945179092282698,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue cloth from bottom to top,search,,0.9945222274633496,True,80,,search_boards
fold the cloth from the left to the right,bring the left edge of the light blue towel over to the right,search,,0.9574597179238372,True,80,,search_boards
fold the cloth from the left to the right,fold the left side of the light blue towel to the right,search,,0.9778238428059192,True,80,,search_boards
fold the cloth from the left to the right,grab the left corner of the light blue towel and fold it to the right,search,,0.9785649991763855,True,80,,search_boards
fold the cloth from the left to the right,fold the left part of the light blue towel over to the right,search,,0.982534417757038,True,80,,search_boards
fold the cloth from the left to the right,fold the cloth from the left to the right,original,,0.9911172426056674,True,80,,search_boards
fold the cloth from the left to the right,grab the left side of the blue cloth and fold it right,search,,0.9946181954409961,True,80,,search_boards
fold the cloth from the left to the right,fold the blue cloth horizontally from left to right,search,,0.9946230405033825,True,80,,search_boards
fold the cloth from the left to the right,fold the left corner of the blue cloth to the right,search,,0.9946309044787048,True,80,,search_boards
fold the cloth from the left to the right,fold the light blue towel in half from left to right,search,,0.9946321133053252,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right,search,,0.9796912782761616,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth starting from top left to bottom right,search,,0.9834261608804208,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the towel from top left to bottom right,search,,0.9869902240609871,True,80,,search_boards
fold the cloth from the top left to the bottom right,grab the top left corner of the blue towel and fold it to the bottom right,search,,0.9872164529956723,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9872506918997989,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right corner,search,,0.98911461021585,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from top left to bottom right,search,,0.9897511347517499,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from the top left to the bottom right,original,,0.9919823982308019,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally to the bottom right,search,,0.9693831403288117,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9796303818247697,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally from top left to bottom right,search,,0.9857381305182207,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue rag diagonally from top left to bottom right,search,,0.985934114830077,True,80,,search_boards
fold the cloth from top left to bottom right,fold the cloth from top left to bottom right,original,,0.9908932594774056,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally towards the bottom right corner,search,,0.9946036341856146,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally towards the bottom right,search,,0.9946042416861717,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth from the top corner to the bottom right,search,,0.9946066710082858,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top edge of the blue rag towards the bottom left,search,,0.9807744880023228,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue rag from top right to bottom left,search,,0.9890338789207964,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top of the blue rag towards the bottom left,search,,0.989180225667345,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue cloth from top right to bottom left,search,,0.9899072507389007,True,80,,search_boards
fold the cloth from top right to bottom left,fold the blue cloth in half diagonally towards the bottom left,search,,0.9907397992241281,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold the blue cloth from top right to bottom left,search,,0.9912654831150491,True,80,,search_boards
fold the cloth from top right to bottom left,fold the cloth from top right to bottom left,original,,0.9914784774988687,True,80,,search_boards
fold the cloth from top to bottom,[dry-run:gemini] 21b10f76c73b,rephrased,search,0.4688565206836867,False,80,,loop_gemini
fold the cloth from top to bottom,[dry-run:gemini] 5d38986acda5,rephrased,search,0.5976059132963886,False,80,,loop_gemini
fold the cloth from top to bottom,grab the top edge of the blue cloth and pull it down,search,,0.9771058202454916,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth by pulling the top down,search,,0.9792589319374853,True,80,,search_boards
fold the cloth from top to bottom,pull the top edge of the blue cloth down to fold it,search,,0.9861799942231821,True,80,,search_boards
fold the cloth from top to bottom,pull the top of the blue cloth down to fold it,search,,0.9879248712967262,True,80,,search_boards
fold the cloth from top to bottom,pull the top corner of the blue cloth down,search,,0.9891899131473203,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth downward from the top,search,,0.9892092623777681,True,80,,search_boards
fold the cloth from top to bottom,fold the cloth from top to bottom,original,,0.9906678685328626,True,80,,search_boards
lever vertical to front,push the silver handle to the front,search,,0.9714239577223718,True,80,,search_boards
lever vertical to front,move the silver handle to the front,search,,0.9718048176447472,True,80,,search_boards
lever vertical to front,turn the silver handle to the front,search,,0.9726694046936627,True,80,,search_boards
lever vertical to front,move the silver lever to the front,search,,0.9847324497542028,True,80,,search_boards
lever vertical to front,lever vertical to front,original,,0.9854000658070631,True,80,,search_boards
lever vertical to front,turn the faucet handle to point forward,search,,0.9945216107797921,True,80,,search_boards
lever vertical to front,rotate the faucet handle forward,search,,0.9945302380701347,True,80,,search_boards
lever vertical to front,turn the faucet knob to the front,search,,0.9945400812870154,True,80,,search_boards
lever vertical to front,move the faucet lever to the front,search,,0.9945523605385937,True,80,,search_boards
lever vertical to front,pull the faucet handle to the front,search,,0.994578668005416,True,80,,search_boards
lever vertical to front,push the faucet handle to the front,search,,0.9945884245434901,True,80,,search_boards
lever vertical to front,rotate the faucet handle to the front,search,,0.9945902519493166,True,80,,search_boards
lift bowl,grab the light blue bowl,search,,0.9636412049341714,True,80,,search_boards
lift bowl,grab and lift the blue bowl,search,,0.967813525016236,True,80,,search_boards
lift bowl,pick up light blue bowl,search,,0.9678698935497757,True,80,,search_boards
lift bowl,grab and lift blue bowl,search,,0.9690284172584319,True,80,,search_boards
lift bowl,lift bowl,original,,0.985578120433553,True,80,,search_boards
lift bowl,pick up the blue bowl,search,,0.9945920787414118,True,80,,search_boards
lift bowl,grab the blue bowl,search,,0.9945951220316093,True,80,,search_boards
lift bowl,pick up the light blue bowl,search,,0.9945999877534533,True,80,,search_boards
move light switch to the right,[dry-run:gemini] 54a1975bd7e6,rephrased,search,0.33019909459632957,False,80,,loop_gemini
move light switch to the right,[dry-run:gemini] 0e24edf9ce62,rephrased,search,0.8700226389405331,False,80,,loop_gemini
move light switch to the right,push the little white switch to the right,search,,0.9935136511801252,True,80,,search_boards
move light switch to the right,push the little switch to the right,search,,0.9941500741510484,True,80,,search_boards
move light switch to the right,flip the little switch to the right,search,,0.9941985870442727,True,80,,search_boards
move light switch to the right,move light switch to the right,original,,0.9942077200651291,True,80,,search_boards
move light switch to the right,push the little switch right,search,,0.9943385536784896,True,80,,search_boards
move light switch to the right,toggle the switch right,search,,0.9946658507680555,True,80,,search_boards
move light switch to the right,push the switch right,search,,0.9946760507059967,True,80,,search_boards
move light switch to the right,flip the toggle switch to the right,search,,0.9946802450395834,True,80,,search_boards
move the cloth from left to right,shift the blue cloth to the right,search,,0.9908492327996345,True,80,,search_boards
move the cloth from left to right,move the blue cloth to the right,search,,0.9911062740186553,True,80,,search_boards
move the cloth from left to right,move the blue cloth right,search,,0.9912064834629084,True,80,,search_boards
move the cloth from left to right,move blue cloth to the right,search,,0.9913435393765117,True,80,,search_boards
move the cloth from left to right,move the cloth from left to right,original,,0.9937394301018242,True,80,,search_boards
move the cloth from left to right,move the blue cloth over the stove to the right,search,,0.9945969471880832,True,80,,search_boards
move the cloth from left to right,drag the blue cloth to the right side of the stove,search,,0.9946145587948891,True,80,,search_boards
move the cloth from right to left,drag the orange cloth from the right side to the left side,search,,0.9567627583218431,True,80,,search_boards
move the cloth from right to left,reposition the orange rag on the left burner,search,,0.9569543361521278,True,80,,search_boards
move the cloth from right to left,wipe the stove by moving the orange rag to the left,search,,0.9574274332865843,True,80,,search_boards
move the cloth from right to left,slide the cloth from right to left,search,,0.9893711634430312,True,80,,search_boards
move the cloth from right to left,pull the cloth from right to left,search,,0.9903583703768056,True,80,,search_boards
move the cloth from right to left,shift the cloth from right to left,search,,0.9933167067006156,True,80,,search_boards
move the cloth from right to left,move the cloth from right to left,original,,0.9935158391542618,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left side of the table,search,,0.9737841231957708,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left side of the table,search,,0.9744941203299124,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left part of the table,search,,0.9755281815183621,True,80,,search_boards
move the cloth to the left of the table,push the orange cloth to the left,search,,0.9842801100752735,True,80,,search_boards
move the cloth to the left of the table,slide the orange rag to the left,search,,0.9843639569206785,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left,search,,0.9846300052057927,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left,search,,0.986799914283165,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left of the table,original,,0.9918416465823602,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left of the table,search,,0.9918900481494576,True,80,,search_boards
move the silver pot to the upper right of table,[dry-run:gemini] 382e62c1eecf,rephrased,search,0.6156864316672263,False,80,,loop_gemini
move the silver pot to the upper right of table,slide the plush mouse to the top right of the table,search,,0.8473510690919068,True,80,,search_boards
move the silver pot to the upper right of table,slide the grey stuffed animal to the upper right,search,,0.8474242607090633,True,80,,search_boards
move the silver pot to the upper right of table,[dry-run:gemini] cca6993d0569,rephrased,search,0.8910364521396862,False,80,,loop_gemini
move the silver pot to the upper right of table,move the small grey mouse away from the house,search,,0.9035562832341661,True,80,,search_boards
move the silver pot to the upper right of table,move the small silver pot to the upper right of table,search,,0.9739626876152,True,80,,search_boards
move the silver pot to the upper right of table,shift the small silver pot to the upper right of table,search,,0.9833633157572316,True,80,,search_boards
move the silver pot to the upper right of table,move the silver pot to the upper right of table,original,,0.9868440742701098,True,80,,search_boards
move the silver pot to the upper right of table,shift the silver pot to the upper right of table,search,,0.9873103923015261,True,80,,search_boards
open book,flip open the red album,search,,0.9878177296102824,True,80,,search_boards
open book,open the book,search,,0.9945811087787887,True,80,,search_boards
open book,open book,original,,0.9945963388707114,True,80,,search_boards
open book,flip open the red book,search,,0.9946103129519435,True,80,,search_boards
open book,open the red book on the table,search,,0.9946151650722572,True,80,,search_boards
