task,finetune,sealed_v2,edit_class,phrase_a,succ_a,phrase_b,succ_b,delta,p_z,p_fisher,p_mcnemar,a_only,b_only,significant,designed,a_is_canonical
libero_90/30,out,False,noun/other,put the black bowl on the plate,76,put the dark bowl on the plate,72,-4,0.6484182011551726,0.8199963968244333,0.8145294189453125,10,8,False,True,True
libero_90/30,out,False,color,put the black bowl on the plate,76,put the grey bowl on the plate,72,-4,0.6484182011551726,0.8199963968244333,0.7744140625,7,5,False,True,True
libero_90/30,out,False,noun/other,put the dark bowl on the plate,72,put the grey bowl on the plate,72,0,1.0,0.9999999999999999,1.0,8,8,False,False,False
libero_90/31,out,False,color,put the bowl on top of the cabinet,36,put the grey bowl on top of the cabinet,10,-26,0.00200753736420068,0.0037212012790969573,0.002349853515625,15,2,True,False,False
libero_90/31,out,False,preposition/particle,put the black bowl on top of the cabinet,16,put the black bowl atop the cabinet,10,-6,0.3723653021980271,0.5535550107112579,0.548828125,7,4,False,True,True
libero_90/31,out,False,color,put the black bowl on top of the cabinet,16,put the grey bowl on top of the cabinet,10,-6,0.3723653021980271,0.5535550107112579,0.453125,5,2,False,True,True
libero_90/31,out,False,verb/frame,put the black bowl on top of the cabinet,16,place the black bowl on top of the cabinet,14,-2,0.7794345284272752,1.0,1.0,5,4,False,True,True
libero_90/31,out,False,color,put the black bowl on top of the cabinet,16,put the bowl on top of the cabinet,36,20,0.02261932973833059,0.039006299959161286,0.00634765625,1,11,True,True,True
libero_90/32,out,False,verb/frame,put the ketchup in the top drawer of the cabinet,0,place the ketchup in the top drawer of the cabinet,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/32,out,False,verb/frame,place the ketchup in the top drawer of the cabinet,0,set the ketchup in the top drawer of the cabinet,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/32,out,False,preposition/particle,put the ketchup in the top drawer of the cabinet,0,put the ketchup into the top drawer of the cabinet,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/32,out,False,verb/frame,put the ketchup in the top drawer of the cabinet,0,set the ketchup in the top drawer of the cabinet,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/34,out,False,verb/frame,put the yellow and white mug to the front of the white mug,0,move the yellow and white mug to the front of the white mug,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/34,out,False,verb/frame,place the yellow and white mug in front of the white mug,0,put the yellow and white mug in front of the white mug,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/34,out,False,preposition/particle,put the yellow and white mug to the front of the white mug,0,put the yellow and white mug in front of the white mug,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/35,out,True,words added,open the microwave,8,open the microwave door,2,-6,0.1686686188878151,0.3621784858898261,0.375,4,1,False,True,True
libero_90/35,out,True,verb/frame,open the microwave,8,pull open the microwave,6,-2,0.6951092703010273,1.0,1.0,3,2,False,True,True
libero_90/35,out,True,noun/other,open the microwave,8,unlatch the microwave,6,-2,0.6951092703010273,1.0,1.0,4,3,False,True,True
libero_90/35,out,True,noun/other,open up the microwave,8,unlatch the microwave,6,-2,0.6951092703010273,1.0,1.0,4,3,False,False,False
libero_90/35,out,True,preposition/particle,open the microwave,8,open up the microwave,8,0,1.0,1.0,1.0,2,2,False,True,True
libero_90/35,out,True,noun/other,pull open the microwave,6,unlatch the microwave,6,0,1.0,1.0,1.0,3,3,False,False,False
libero_90/36,out,False,verb/frame,place the white bowl on the plate,4,set the white bowl on the plate,2,-2,0.5577341459422839,1.0,1.0,2,1,False,False,False
libero_90/36,out,False,noun/other,put the white bowl on the plate,0,put the white dish on the plate,2,2,0.31487864133641996,1.0,1.0,0,1,False,True,True
libero_90/36,out,False,verb/frame,put the white bowl on the plate,0,set the white bowl on the plate,2,2,0.31487864133641996,1.0,1.0,0,1,False,True,True
libero_90/36,out,False,verb/frame,put the white bowl on the plate,0,place the white bowl on the plate,4,4,0.1531274510196696,0.494949494949495,0.5,0,2,False,True,True
libero_90/37,out,False,verb/frame,put the white bowl to the right of the plate,0,place the white bowl to the right of the plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/37,out,False,preposition/particle,put the white bowl to the right of the plate,0,put the white bowl on the right of the plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/38,out,False,noun/other,put the right moka pot on the stove,36,put the right moka pot on the hot plate,40,4,0.6803080368774632,0.8369464893157669,0.8318119049072266,10,12,False,True,True
libero_90/38,out,False,verb/frame,lift the right moka pot and place it on the stove,34,pick up the right moka pot and place it on the stove,54,20,0.04395104379938907,0.06926404391768659,0.0308837890625,4,14,True,False,False
libero_90/39,out,False,verb/frame,turn off the stove,2,power off the stove,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/39,out,False,verb/frame,turn off the stove,2,shut off the stove,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/39,out,False,verb/frame,turn off the stove,2,switch off the stove,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/39,out,False,verb/frame,power off the stove,0,shut off the stove,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/39,out,False,verb/frame,power off the stove,0,switch off the stove,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/39,out,False,verb/frame,shut off the stove,0,switch off the stove,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/41,out,False,preposition/particle,put the frying pan on top of the cabinet,0,put the frying pan atop the cabinet,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/41,out,False,verb/frame,put the frying pan on top of the cabinet,0,place the frying pan on top of the cabinet,2,2,0.31487864133641996,1.0,1.0,0,1,False,True,True
libero_90/44,out,False,verb/frame,fire up the stove,100,ignite the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,fire up the stove,100,power on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,fire up the stove,100,start the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,fire up the stove,100,switch on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,ignite the stove,100,power on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,ignite the stove,100,start the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,ignite the stove,100,switch on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,power on the stove,100,start the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,power on the stove,100,switch on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,start the stove,100,switch on the stove,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/44,out,False,verb/frame,turn on the stove,6,fire up the stove,100,94,4.6431125021264605e-21,4.64380767359492e-25,1.4210854715202004e-14,0,47,True,True,True
libero_90/44,out,False,verb/frame,turn on the stove,6,ignite the stove,100,94,4.6431125021264605e-21,4.64380767359492e-25,1.4210854715202004e-14,0,47,True,True,True
libero_90/44,out,False,verb/frame,turn on the stove,6,power on the stove,100,94,4.6431125021264605e-21,4.64380767359492e-25,1.4210854715202004e-14,0,47,True,True,True
libero_90/44,out,False,verb/frame,turn on the stove,6,start the stove,100,94,4.6431125021264605e-21,4.64380767359492e-25,1.4210854715202004e-14,0,47,True,True,True
libero_90/44,out,False,verb/frame,turn on the stove,6,switch on the stove,100,94,4.6431125021264605e-21,4.64380767359492e-25,1.4210854715202004e-14,0,47,True,True,True
libero_90/48,out,False,verb/frame,pick up the ketchup and put it in the basket,2,pick up the ketchup and place it in the basket,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/48,out,False,preposition/particle,pick up the ketchup and put it in the basket,2,pick up the ketchup and put it into the basket,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/48,out,False,verb/frame,pick up the ketchup and put it in the basket,2,pick up the ketchup and set it in the basket,0,-2,0.31487864133641996,1.0,1.0,1,0,False,True,True
libero_90/48,out,False,verb/frame,pick up the ketchup and put it in the basket,2,grab the ketchup and put it in the basket,2,0,1.0,1.0,1.0,1,1,False,True,True
libero_90/48,out,False,verb/frame,pick up the ketchup and place it in the basket,0,pick up the ketchup and set it in the basket,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/51,out,False,verb/frame,pick up the butter and put it in the basket,100,lift the butter and put it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/51,out,False,verb/frame,pick up the butter and put it in the basket,100,pick up the butter and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/52,out,False,verb/frame,pick up the milk and put it in the basket,0,grab the milk and put it in the basket,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/52,out,False,verb/frame,pick up the milk and put it in the basket,0,pick up the milk and place it in the basket,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/52,out,False,verb/frame,pick up the milk and place it in the basket,0,pick up the milk and set it in the basket,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/52,out,False,preposition/particle,pick up the milk and put it in the basket,0,pick up the milk and put it into the basket,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/52,out,False,verb/frame,pick up the milk and put it in the basket,0,pick up the milk and set it in the basket,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/57,out,False,verb/frame,grab the cream cheese and put it in the tray,100,lift the cream cheese and put it in the tray,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/57,out,False,verb/frame,pick up the cream cheese and put it in the tray,98,pick up the cream cheese and place it in the tray,98,0,1.0,1.0,1.0,1,1,False,True,True
libero_90/57,out,False,verb/frame,pick up the cream cheese and put it in the tray,98,grab the cream cheese and put it in the tray,100,2,0.31487864133641963,1.0,1.0,0,1,False,True,True
libero_90/57,out,False,verb/frame,pick up the cream cheese and put it in the tray,98,lift the cream cheese and put it in the tray,100,2,0.31487864133641963,1.0,1.0,0,1,False,True,True
libero_90/57,out,False,words added,pick up the cream cheese and put it in the tray,98,pick up the cream cheese box and put it in the tray,100,2,0.31487864133641963,1.0,1.0,0,1,False,True,True
libero_90/59,out,True,noun/other,grasp the green and orange can and put it in the wooden tray,22,grasp the green and orange tin and put it in the wooden tray,22,0,1.0,0.9999999999999999,1.0,7,7,False,False,False
libero_90/59,out,True,noun/other,grasp the tomato sauce can and put it in the wooden tray,30,pick up the tomato sauce can and put it in the wooden tray,30,0,1.0,1.0,1.0,7,7,False,False,False
libero_90/59,out,True,color,pick up the tomato sauce can and put it in the tray,24,pick up the tomato sauce can and put it in the wooden tray,30,6,0.4992073997150144,0.652850193875693,0.548828125,4,7,False,False,False
libero_90/59,out,True,noun/other,grasp the green and orange can and put it in the wooden tray,22,grasp the tomato sauce can and put it in the wooden tray,30,8,0.3618100399768198,0.4945011595032017,0.5034446716308594,8,12,False,False,False
libero_90/59,out,True,noun/other,grasp the green and orange tin and put it in the wooden tray,22,grasp the tomato sauce can and put it in the wooden tray,30,8,0.3618100399768198,0.4945011595032017,0.5234670639038086,9,13,False,False,False
libero_90/59,out,True,noun/other,grasp the orange and green can and put it in the wooden tray,18,grasp the tomato sauce can and put it in the wooden tray,30,12,0.16005734623194487,0.24142379746764067,0.237884521484375,6,12,False,False,False
libero_90/59,out,True,verb/frame,grasp the tomato sauce can and place it in the wooden tray,18,grasp the tomato sauce can and put it in the wooden tray,30,12,0.16005734623194487,0.24142379746764067,0.1795654296875,4,10,False,False,False
libero_90/66,out,False,verb/frame,put the red mug on the right plate,0,place the red mug on the right plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/66,out,False,verb/frame,place the red mug on the right plate,0,set the red mug on the right plate,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/66,out,False,noun/other,put the red mug on the right plate,0,put the red cup on the right plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/66,out,False,verb/frame,put the red mug on the right plate,0,set the red mug on the right plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,verb/frame,can you put the yellow and white mug on the right plate,100,i want the yellow and white mug on the right plate,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/68,out,True,verb/frame,put the yellow and white mug on the right plate,100,can you put the yellow and white mug on the right plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,verb/frame,put the yellow and white mug on the right plate,100,i want the yellow and white mug on the right plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,noun/other,put the yellow and white mug on the right plate,100,put the yellow and white cup on the right plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,noun/other,put the yellow and white mug on the right plate,100,put the yellow and white mug on the right dish,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,noun/other,put the yellow and white mug on the right dish,100,put the yellow and white mug on the right white plate,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/68,out,True,color,put the yellow and white mug on the right plate,100,put the yellow and white mug on the right white plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/68,out,True,verb/frame,the yellow and white mug goes on the right plate,100,the yellow and white mug should be put on the right plate,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/70,out,True,noun/other,set the brown pudding down to the right of that plate,76,set the chocolate pudding down to the right of that plate,70,-6,0.49920739971501393,0.652850193875693,0.6476058959960938,11,8,False,False,False
libero_90/70,out,True,noun/other,put the chocolate pudding to the right of the plate,64,put the chocolate pudding to the right of the dish,70,6,0.5234677465852955,0.6709420671138303,0.60723876953125,6,9,False,True,True
libero_90/70,out,True,noun/other,put the chocolate pudding to the right of the plate,64,put the chocolate dessert to the right of the plate,80,16,0.0747913775869442,0.11815940020348115,0.09625244140625,5,13,False,True,True
libero_90/71,out,False,verb/frame,put the red mug on the plate,0,place the red mug on the plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/71,out,False,verb/frame,place the red mug on the plate,0,set the red mug on the plate,0,0,1.0,1.0,1.0,0,0,False,False,False
libero_90/71,out,False,noun/other,put the red mug on the plate,0,put the red cup on the plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/71,out,False,verb/frame,put the red mug on the plate,0,set the red mug on the plate,0,0,1.0,1.0,1.0,0,0,False,True,True
libero_90/72,out,False,noun/other,put the white mug on the dish,100,put the white mug on the plate.,94,-6,0.0786401793488283,0.24242424242424243,0.25,3,0,False,False,False
libero_90/72,out,False,noun/other,put the white mug on the dish,100,put the white mug on the round plate,96,-4,0.15312745101966943,0.494949494949495,0.5,2,0,False,False,False
libero_90/72,out,False,determiner,Put the white mug on the plate,98,put that white mug on the plate,98,0,1.0,1.0,1.0,1,1,False,False,False
libero_90/72,out,False,noun/other,put the white mug on the plate,94,put the white cup on the plate,94,0,1.0,1.0,1.0,3,3,False,True,True
libero_90/72,out,False,punctuation,put the white mug on the plate,94,put the white mug on the plate.,94,0,1.0,1.0,1.0,2,2,False,True,True
libero_90/72,out,False,words added,put the white mug on the plate,94,put the white mug on the round plate,96,2,0.64635519553949,1.0,1.0,2,3,False,True,True
libero_90/72,out,False,noun/other,put the white mug on the plate.,94,put the white mug on the round plate,96,2,0.64635519553949,1.0,1.0,2,3,False,False,False
libero_90/72,out,False,case,put the white mug on the plate,94,Put the white mug on the plate,98,4,0.3074341659273952,0.6173070915338956,0.625,1,3,False,True,True
libero_90/72,out,False,determiner,put the white mug on the plate,94,put that white mug on the plate,98,4,0.3074341659273952,0.6173070915338956,0.625,1,3,False,True,True
