task,phrases,best,worst,median,rollout_measured,thin_evidence,spread
flip orange pot upright in sink,7,0.9946413813444328,0.9521323865863673,0.9781003607293747,0,0,0.042508994758065466
put pot or pan on stove,9,0.9888698247182691,0.9477368952504169,0.9869499729687905,0,0,0.041132929467852186
fold the cloth from left to right,6,0.9946528320070509,0.9538661738655038,0.9835116918597515,0,0,0.04078665814154714
put cup into pot or pan,11,0.9797325609151046,0.9398085072579501,0.9603548394077096,0,0,0.03992405365715457
put spatula on plate sink,7,0.9946588488929705,0.9564118487401354,0.985407146128765,0,0,0.03824700015283511
fold the cloth from the left to the right,9,0.9946714624425811,0.9577599860755394,0.9911821289759342,0,0,0.03691147636704173
move the cloth from right to left,7,0.9935633181522766,0.957067725336103,0.9894486687095214,0,0,0.03649559281617365
fold the cloth from bottom to top,5,0.9916642205298952,0.957906281355498,0.9871180119112414,0,0,0.03375793917439718
Fold the cloth from bottom left to top right,5,0.994615376551742,0.962585070181087,0.9876950049013506,0,0,0.03203030637065507
unfold the cloth from bottom left to top right,4,0.9907640151891299,0.9591614241148261,0.9643231346902064,0,0,0.031602591074303854
lift bowl,8,0.9946395711169631,0.9638994865220263,0.977466267599102,0,0,0.030740084594936823
opened the drawer,8,0.9946738616620888,0.9639821103192302,0.9862093744998937,0,0,0.03069175134285862
unfold the cloth from top left to bottom right,7,0.9872212359680713,0.9584911357695498,0.9816718126634616,0,0,0.028730100198521513
unzip zipper bag,7,0.9946437940352771,0.9675599208352101,0.9895661898620255,0,0,0.027083873200067
put pan from stove to sink,11,0.9904555351298276,0.965127515148657,0.9841028525657751,0,0,0.025328019981170624
fold the cloth from top left to bottom right,8,0.9946462056456669,0.9696019196783953,0.9884980481617676,0,0,0.025044285967271596
put potato in pot or pan,7,0.9945776601614528,0.9704898950786145,0.9731596190594156,0,0,0.024087765082838275
put redcube in pan and put pan on stove,11,0.9884291140153151,0.9645476594874052,0.9847857073878444,0,0,0.023881454527909907
take lid off pot or pan,7,0.9945801013861008,0.971090105029888,0.9768060115619965,0,0,0.02348999635621274
take sushi out of pan,7,0.9945094782150269,0.9713999066241634,0.9894096000719074,0,0,0.023109571590863465
lever vertical to front,12,0.9946299062932458,0.971628580783577,0.994566047723886,0,0,0.023001325509668824
put spoon in pot,10,0.99451874158008,0.9728205010198357,0.9887180076967768,0,0,0.021698240560244275
put potato in pot cardboard fence,7,0.9946888324590262,0.9732157372994114,0.9878766360761452,0,0,0.02147309515961482
put broccoli in bowl,8,0.9946834478000072,0.9735617145970341,0.9797322520807692,0,0,0.02112173320297306
flip pot upright in sink,8,0.994699585508827,0.9737070002587409,0.9806523785214157,0,0,0.02099258525008607
fold the cloth from the bottom to the top,7,0.9945623777118485,0.973762004883414,0.9781245936041503,0,0,0.0208003728284345
put green squash in pot or pan,8,0.9946516278211102,0.9739579475430252,0.9807615468647704,0,0,0.020693680278084936
put pan on stove and put blueberry in pan,6,0.9946171949055468,0.9746996726244896,0.9793945519261325,0,0,0.019917522281057143
topple basil bottle cardboard fence,7,0.9946159827375478,0.9750214605673813,0.9860767928413136,0,0,0.01959452217016655
put sweet potato in pot which is in sink,8,0.9846904417529624,0.9654310082441689,0.9716195393533369,0,0,0.019259433508793444
put detergent from sink into drying rack,8,0.9918098470866503,0.9732452273675934,0.9818324086176556,0,0,0.018564619719056874
put corn in pan which is on stove,11,0.9852138265125491,0.966907032754171,0.9698478337788875,0,0,0.01830679375837807
move the cloth to the left of the table,9,0.9919493352188051,0.9739722987522887,0.9844774017814367,0,0,0.017977036466516383
put sushi in pot or pan,9,0.9946750608688802,0.9768137038275498,0.9901556290199158,0,0,0.017861357041330406
unfold the cloth from right to left,9,0.994653433998893,0.9770813695044371,0.9892036411425084,0,0,0.01757206449445592
put lid on pot,8,0.9946480136446986,0.9771117670698284,0.9875801744292788,0,0,0.017536246574870185
take spatula off plate sink,8,0.9946377602812663,0.9776126335872879,0.9825770036686432,0,0,0.017025126693978376
put cup from counter to sink,11,0.9866238223126207,0.9698114013217467,0.9736082907795123,0,0,0.01681242099087399
unfold the cloth from left to right,7,0.9893537096836547,0.972886267580942,0.9810275731579643,0,0,0.01646744210271267
end effector reaching banana,8,0.9947618814197668,0.9783271173875083,0.9926128935366512,0,0,0.01643476403225852
put eggplant into pot or pan,6,0.9893118997266731,0.9730203085887766,0.9755486130025304,0,0,0.016291591137896466
upright hot sauce bottle cardboard fence,9,0.9946431909638773,0.9793308820267949,0.9887697153859281,0,0,0.015312308937082464
put pot or pan in sink,6,0.9945721634068683,0.9792689277816364,0.9870659479408971,0,0,0.015303235625231837
put fork from basket to tray,7,0.98084128353574,0.9655479258919364,0.9781802297722144,0,0,0.015293357643803573
put eggplant on plate,6,0.9946014155278704,0.9797145720132377,0.9813181721128665,0,0,0.014886843514632653
put cucumber in cup,8,0.994649821036446,0.979866980602808,0.988045533844241,0,0,0.014782840433637978
end effector reaching carrot,6,0.9946786568781188,0.9807752325424084,0.9883268996491981,0,0,0.013903424335710457
open brown1fbox flap,8,0.9945611532669246,0.9808455372414332,0.9941299385247138,0,0,0.013715616025491428
put lemon on plate,7,0.9947031650444128,0.981012819923372,0.9820946372565051,0,0,0.013690345121040837
put broccoli in pot,8,0.9946864399472588,0.9816901330580688,0.9864602147365962,0,0,0.012996306889189957
put pan on stove from sink,7,0.9945861996665026,0.9817084354812913,0.9881115952662503,0,0,0.01287776418521136
end effector reaching pot or pan,7,0.9946528320070509,0.981821914466763,0.9929788785471512,0,0,0.012830917540287867
put corn in bowl sink,6,0.9946401745936905,0.9818158527903564,0.9841501088292285,0,0,0.012824321803334038
put sweet potato in pot,5,0.9946293016666266,0.9818097891300684,0.9822827550406462,0,0,0.012819512536558109
open low fridge,8,0.9914721142636299,0.978705458117185,0.9911344124271213,0,0,0.012766656146444899
pick up violet Allen key,8,0.9946214353564016,0.982367263776561,0.9871842646195064,0,0,0.012254171579840545
fold the cloth from the top left to the bottom right,8,0.9920410156004122,0.9798379306350039,0.9873264653153855,0,0,0.01220308496540834
pick up bit holder,9,0.9945819315872189,0.9823888186278068,0.9869324666573006,0,0,0.012193112959412056
unfold the cloth from top right to bottom left,6,0.9925647349555038,0.9806274133317845,0.9878446370894498,0,0,0.0119373216237193
put green squash into pot or pan,10,0.9923280060894653,0.9804155506467356,0.9874568512372393,0,0,0.011912455442729675
put banana in colander,9,0.9946087040260884,0.9832971670519539,0.9909749649978077,0,0,0.01131153697413445
put knife on cutting board,6,0.9935900470743223,0.982406435166053,0.9835840304843471,0,0,0.01118361190826933
put pan on stove and put stuffedduck in pan,8,0.991624829691908,0.9806832436848335,0.9869029773394256,0,0,0.01094158600707451
open the drawer,7,0.9946930167765708,0.9838224255525244,0.9866357677435262,0,0,0.010870591224046433
put knife in pot or pan,7,0.9946480136446986,0.9840140675572134,0.9851923749300784,0,0,0.010633946087485135
fold the cloth from top right to bottom left,7,0.9915407476583494,0.9809134707295863,0.9899808864542647,0,0,0.010627276928763085
put corn into bowl,7,0.9946612537613537,0.9840531929005334,0.9867279887124788,0,0,0.010608060860820334
put red bottle in sink,7,0.9946026309577616,0.9844479681671393,0.9897227913291441,0,0,0.01015466279062227
pick up glass cup,6,0.9946008077108477,0.9848381925046531,0.9864990420299069,0,0,0.009762615206194591
put spoon in bowl sink,8,0.9945807115214483,0.9848921836958863,0.9892013888330771,0,0,0.009688527825562065
put pear in bowl,5,0.9946038461154969,0.9852730712690089,0.9881567197723116,0,0,0.009330774846488032
put pepper in pan,8,0.9946371565341711,0.9855513056412581,0.9896632964074471,0,0,0.009085850892912917
put the silver lid on the silver pot,6,0.9946816517072772,0.9856908690264566,0.9880972598981608,0,0,0.008990782680820542
put banana in pot or pan,9,0.9946840463635007,0.9860285345188589,0.9922221541728893,0,0,0.008655511844641861
fold cloth in half,9,0.9946786568781188,0.9864312568598027,0.989908776028795,0,0,0.008247400018316142
close brown1fbox flap,7,0.9945995918726102,0.9865233649786221,0.9928144282804957,0,0,0.008076226893988014
put potato on plate,5,0.9946365527194648,0.9866983088164036,0.987295278509198,0,0,0.007938243903061193
put knife in pot cardboard fence,8,0.9946262775177572,0.9867235408966327,0.9897613667359905,0,0,0.007902736621124506
take cup off plate,11,0.9922787297832899,0.9844739418509953,0.9906525239930736,0,0,0.007804787932294555
take sushi off plate,8,0.9946882344315574,0.9869266260720638,0.991178184800944,0,0,0.007761608359493577
put banana in pot cardboard fence,8,0.9946165888554802,0.9869383046677644,0.9899414016705994,0,0,0.007678284187715767
put carrot in bowl,7,0.9911016321071294,0.9834544549465722,0.9890686275560957,0,0,0.007647177160557184
open large4fbox flaps,8,0.994591682283903,0.9870183168007011,0.9937778642249053,0,0,0.007573365483201977
put pan in sink,7,0.9945776601614528,0.9873335564796084,0.9889183075913878,0,0,0.0072441036818443605
put lid on pot or pan,8,0.9946768591755318,0.9875009108447593,0.9887850216695654,0,0,0.007175948330772508
fold the cloth from right to left,15,0.9918885445583608,0.9847890989158302,0.9874449022917786,0,0,0.007099445642530622
flip cup upright,8,0.9934993009563385,0.98652637445248,0.9883081445139438,0,0,0.006972926503858501
take banana out of colander,8,0.9946238569792848,0.9876798630038147,0.9901065125599875,0,0,0.006943993975470075
put strawberry in pot,8,0.9905184620322662,0.9836011599034697,0.9863133666209911,0,0,0.0069173021287964875
take corn out of bowl sink,6,0.989397732861004,0.9825195495348286,0.9868986474585,0,0,0.006878183326175402
open book,5,0.9946546377803583,0.9879064240226362,0.9946359488371402,0,0,0.006748213757722166
pick up bowl and put in small4fbox,8,0.9946666607781989,0.9883146342109707,0.9913757992132406,0,0,0.0063520265672282195
put bowl on plate cardboard fence,9,0.9932981571630033,0.986971823316579,0.9926684308178334,0,0,0.006326333846424337
pick up green mug,7,0.9945470524259824,0.9882648544064137,0.9895673585088468,0,0,0.006282198019568752
open fridge,10,0.9946135575870098,0.989001111617814,0.9908713557810934,0,0,0.005612445969195745
put pear on plate,9,0.9946443970391485,0.9893810966616396,0.9929914938695387,0,0,0.005263300377508884
take cucumber out of cup,7,0.9947019721331306,0.9894463049776219,0.9921183946359869,0,0,0.005255667155508736
put broccoli in pot or pan,9,0.9946971978151424,0.9895052414063167,0.9909007627552829,0,0,0.005191956408825749
take clothes out of laundry machine,7,0.9947013755772832,0.9899909859902607,0.9911771810007185,0,0,0.004710389587022523
take beet from pot sink,7,0.9935813903399204,0.9889900243632177,0.9917211040792796,0,0,0.004591365976702733
put pan from sink into drying rack,7,0.9945452105074466,0.9900892075126959,0.9910576006102777,0,0,0.004456002994750685
zip zipper bag,7,0.9946720623482174,0.9903262693460226,0.9914395124278237,0,0,0.004345793002194731
pick up box cutter and put into drawer,9,0.9945770496844383,0.9902708078124345,0.9925119218460428,0,0,0.004306241872003791
put spatula in pan,7,0.9923383402193542,0.9882122282296363,0.9889789260568358,0,0,0.004126111989717907
put corn on plate,6,0.9946456028443359,0.9907867748100515,0.9918429254434558,0,0,0.0038588280342843895
put carrot on cutting board,9,0.9891648884095816,0.985405518335026,0.9888336374495464,0,0,0.0037593700745556236
turn faucet front to left,7,0.9946038461154969,0.9908629228865212,0.9923966399158829,0,0,0.003740923228975679
move the cloth from left to right,7,0.9946540359233264,0.9909160589725486,0.9914067870364706,0,0,0.0037379769507777105
sweep into pile,7,0.9946044535923253,0.9909201336591,0.9926345777590948,0,0,0.0036843199332252663
put spatula on cutting board,7,0.9946983917956871,0.9910153691534553,0.9915814755491078,0,0,0.003683022642231748
put banana on plate,8,0.9945684958254033,0.9908987213323813,0.9914052480196887,0,0,0.003669774493021971
topple hot sauce bottle cardboard fence,6,0.9912462029284373,0.9876895008843599,0.9899864371118852,0,0,0.003556702044077431
take sushi out of pot cardboard fence,8,0.9946129511296354,0.9912873589107047,0.9919429488767171,0,0,0.0033255922189306952
put pot or pan from sink into drying rack,13,0.9939535546988714,0.9906462328254353,0.9923236961210269,0,0,0.0033073218734360754
take broccoli out of pan,8,0.9893346166738641,0.9863324255595403,0.9891902865198048,0,0,0.003002191114323871
close small4fbox flaps,7,0.9946864399472588,0.9917090137207586,0.9945819315872189,0,0,0.0029774262265002127
unfold the cloth from bottom right to top left,5,0.9883668085811186,0.9858717359040644,0.9861078399930622,0,0,0.0024950726770541776
pick up sponge and wipe plate,8,0.9945831513798071,0.9922169111197253,0.9930327294837895,0,0,0.002366240260081809
put knife on cutting board cardboard fence,7,0.9898463958683098,0.9876135736558115,0.9884174569203144,0,0,0.00223282221249832
put cap on container,6,0.989579037856032,0.9876591853043476,0.9888287285681204,0,0,0.0019198525516843645
open drawer of box,7,0.9946942116934976,0.9937852821400579,0.9946528320070509,0,0,0.0009089295534396857
pour almonds in pot,8,0.9945733853866092,0.9937782873238155,0.9939158089167952,0,0,0.0007950980627937643
open cabinet,7,0.9925404702375021,0.9919103724734165,0.9922195330844887,0,0,0.0006300977640856242
open small4fbox flaps,8,0.9946353448871903,0.9941344840499861,0.9945310586005166,0,0,0.0005008608372042422
open oven,8,0.9946105246209539,0.9943591293539427,0.9945730368133847,0,0,0.00025139526701123405
close microwave,9,0.9947234037078285,0.9945874185034295,0.9946165888554802,0,0,0.00013598520439905837
close fridge,7,0.9946431909638773,0.9945390663090375,0.9946202241381558,0,0,0.00010412465483977673
close oven,9,0.9946840463635007,0.9945874185034295,0.9946274873804892,0,0,9.662786007125224e-05
turn faucet left,8,0.9943743466359444,0.9942824268387689,0.9943151512698605,0,0,9.191979717548815e-05
close white1fbox flap,6,0.9946726621866756,0.9945819315872189,0.9946053627673987,0,0,9.073059945674533e-05
close low fridge,8,0.9947132940093915,0.9946365527194648,0.9946552395363032,0,0,7.674128992662954e-05
turn faucet right,8,0.9945947257959933,0.99451874158008,0.994551041050512,0,0,7.598421591326066e-05
end effector reaching stuffedrabbit,8,0.9947031650444128,0.9946594502110602,0.9946774579399491,0,0,4.371483335263715e-05
