task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,gt_success,source
widowx_carrot_on_keyboard_clean,put carrot on keyboard,unknown,,0.5351473161190718,-1.3555,-7.3951,0.547,False,66,16.7,fine_exam
widowx_carrot_on_keyboard_clean,The carrot needs to go on the keyboard.,natural,,0.5541570860912058,-1.2987,-6.6587,0.5709,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,carrot on keyboard,unknown,,0.559069513359375,-1.284,-6.9015,0.56,False,156,11.1,fine_exam
widowx_carrot_on_keyboard_clean,Pick up the carrot and set it down on the keyboard.,natural,,0.5766123435072739,-1.2316,-6.3969,0.5752,False,162,0.0,generated_natural
widowx_carrot_on_keyboard_clean,pick up the carrot and place it on the keyboard,unknown,,0.5885090089224193,-1.1961,-6.7323,0.5589,False,60,5.6,fine_exam
widowx_carrot_on_keyboard_clean,Grab the carrot and leave it right on the keyboard.,natural,,0.599082718865063,-1.1645,-6.3838,0.5698,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Transfer the carrot to the keyboard.,natural,,0.6008152062978691,-1.1594,-6.5458,0.563,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Set the crunchy orange snack on the keyboard.,natural,,0.6009879445565366,-1.1589,-7.0841,0.5418,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,set the carrot on the keyboard,unknown,,0.6077502202266198,-1.1387,-6.9649,0.5447,False,168,13.9,fine_exam
widowx_carrot_on_keyboard_clean,lay the carrot across the keyboard,unknown,,0.6174321718102054,-1.1098,-6.8868,0.5452,False,60,5.6,fine_exam
widowx_carrot_on_keyboard_clean,Just pop the carrot onto the keyboard.,natural,,0.6280208990632529,-1.0781,-6.4419,0.5599,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,put the carrot on the keyboard,unknown,,0.6394331211590495,-1.0441,-7.0907,0.5314,False,66,13.9,fine_exam
widowx_carrot_on_keyboard_clean,Put the orange veggie on the keyboard for me.,natural,,0.6457971474529128,-1.0251,-6.0748,0.5696,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Could you just drop the carrot over on the keyboard?,natural,,0.6484003906686906,-1.0173,-6.9099,0.5361,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,I need the carrot resting on the keyboard.,natural,,0.6642231614248091,-0.97,-6.3996,0.552,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Stick the carrot on the keyboard.,natural,,0.665831099810315,-0.9652,-6.2089,0.5591,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,place the carrot on the keyboard,unknown,,0.6665487220842128,-0.9631,-6.5419,0.5458,False,66,13.9,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot down on the keyboard,unknown,,0.668415475578929,-0.9575,-6.9858,0.5279,False,60,13.9,fine_exam
widowx_carrot_on_keyboard_clean,Place the carrot on the keyboard.,natural,,0.685765471713922,-0.9057,-6.4728,0.5435,False,78,0.0,generated_natural
widowx_carrot_on_keyboard_clean,Lay the carrot across the keyboard.,natural,,0.689349707581548,-0.895,-6.3668,0.5467,False,150,0.0,generated_natural
widowx_carrot_on_keyboard_clean,put the orange carrot on the black keyboard,search,,0.6925207756232686,,,,True,18,25.0,probe
widowx_carrot_on_keyboard_clean,Take that carrot and rest it on top of the computer keyboard.,natural,,0.6927277269418685,-0.8849,-6.8036,0.5286,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Can you shift the carrot onto the keyboard?,natural,,0.711251875840769,-0.8296,-6.3855,0.5402,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,Please position the carrot right on top of the keyboard.,natural,,0.7224118093308212,-0.7963,-6.2922,0.5409,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,put the carrot on the keys,unknown,,0.7950679741384905,-0.5793,-6.1646,0.5267,False,60,2.8,fine_exam
widowx_carrot_on_keyboard_clean,place the orange carrot on the keyboard,unknown,,0.7977316973217897,-0.5714,-6.0969,0.5287,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,I would be exceedingly grateful if you were to deposit the carrot directly upon the keys of the keyboard.,adversarial,,0.8034117952354927,-0.5544,-6.0572,0.5287,False,60,,generated_adversarial
widowx_carrot_on_keyboard_clean,carrot on black keyboard,unknown,,0.8061919090817232,-0.5461,-6.3875,0.515,False,60,16.7,fine_exam
widowx_carrot_on_keyboard_clean,Move the orange vegetable onto the keyboard.,natural,,0.820331747446006,-0.5039,-5.0903,0.5622,False,60,,generated_natural
widowx_carrot_on_keyboard_clean,place the carrot on the computer keyboard,unknown,,0.8483828624623385,-0.4201,-5.97,0.5203,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,put the orange carrot on the keyboard,unknown,,0.8524147169240716,-0.4081,-5.9024,0.5219,False,78,11.1,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot on top of the keyboard,unknown,,0.8547896770875866,-0.401,-6.0799,0.5143,False,60,13.9,fine_exam
widowx_carrot_on_keyboard_clean,drop the carrot on the black keyboard,unknown,,0.8577934474760526,-0.392,-6.3341,0.5035,False,60,16.7,fine_exam
widowx_carrot_on_keyboard_clean,lay the carrot on the black keyboard,unknown,,0.883988539112753,-0.3138,-6.2703,0.4991,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the keyboard keys,unknown,,0.8970371373539946,-0.2748,-6.0971,0.5025,False,60,36.1,fine_exam
widowx_carrot_on_keyboard_clean,rest the carrot on the black keyboard,unknown,,0.9072718289115214,-0.2443,-5.9252,0.5065,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,set the carrot on the black keyboard,unknown,,0.9191738016341447,-0.2087,-6.2367,0.4912,False,60,30.6,fine_exam
widowx_carrot_on_keyboard_clean,Pick up the orange carrot and set it down on the black keyboard.,rephrased,natural,0.9233610341643581,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_keyboard_clean,Put the carrot on the black keyboard.,rephrased,adversarial,0.9233610341643581,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_keyboard_clean,set the carrot down on the keyboard.,rephrased,natural,0.9233610341643581,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_keyboard_clean,put the orange carrot on top of the keyboard,rephrased,adversarial,0.9233610341643581,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_keyboard_clean,lay the orange carrot across the black keyboard,search,,0.9233610341643581,,,,True,12,33.33333333333333,probe
widowx_carrot_on_keyboard_clean,place the carrot on the black keyboard,unknown,,0.9240238887368047,-0.1943,-5.8493,0.5051,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot down on the black keyboard,unknown,,0.9432012365620851,-0.137,-5.6825,0.5066,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot onto the black keyboard,unknown,,0.9545912837296203,-0.103,-5.9452,0.4933,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the black computer keyboard,unknown,,0.9584016033930465,-0.0916,-5.4705,0.5109,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the black keys,unknown,,0.9810193633743076,-0.0241,-5.6514,0.4978,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on top of the black keyboard,unknown,,0.9816021954548789,-0.0223,-5.6268,0.4986,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot across the black keyboard,unknown,,0.9824081757585635,-0.0199,-5.7423,0.4939,False,156,22.2,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot on the black keyboard,unknown,,0.9878348758949241,-0.0037,-5.9347,0.4849,False,60,27.8,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot flat on the black keyboard,unknown,,0.9928501223805432,0.0113,-5.6286,0.4956,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,place the orange carrot on the black keyboard,unknown,,1.0,0.0326,-5.5593,0.4964,False,60,19.4,fine_exam
widowx_carrot_on_plate,"Identifying the tapering orange crop, initiate a physical trajectory that consigns it exclusively to the flat serving dish.",adversarial,,0.0,-0.665,-7.9521,0.4641,False,60,,generated_adversarial
widowx_carrot_on_plate,pick up the carrot and put it on the dining plate,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,put the carrot onto the plate,rephrased,natural,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,Shift the orange carrot onto the plate.,rephrased,natural,0.0,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_plate,put the carrot on top of the dining plate,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,put the carrot on the surface of the plate,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,take the carrot off the table and put it on the plate,search,,0.0,,,,True,12,16.666666666666664,probe
widowx_carrot_on_plate,Pick up the carrot and put it on the plate.,rephrased,adversarial,0.0,,,,True,18,16.666666666666664,loop_qwen
widowx_carrot_on_plate,"I require the elongated, beta-carotene-rich item to be deposited directly onto the flat eating receptacle.",adversarial,,0.11370395447027638,-0.3031,-7.1752,0.4626,False,60,,generated_adversarial
widowx_carrot_on_plate,pick up the carrot and put it atop the dining plate,rephrased,adversarial,0.18754688672168046,,,,True,12,25.0,pre_redo_loop_gemini
widowx_carrot_on_plate,put the carrot on the plate or the dish,search,,0.18754688672168046,,,,True,12,25.0,probe
widowx_carrot_on_plate,It is absolutely paramount that the plate becomes the new resting environment for the aforementioned carrot.,adversarial,,0.30346483353523335,0.301,-7.3165,0.4037,False,60,,generated_adversarial
widowx_carrot_on_plate,Take the long orange item typically eaten by rabbits and ensure it ends up supported by the circular dishware.,adversarial,,0.362940106547168,0.4903,-6.4942,0.4193,False,60,,generated_adversarial
widowx_carrot_on_plate,pick up the carrot and put it on the plate,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_plate,put the carrot atop the plate,search,,0.37509377344336076,,,,True,12,33.33333333333333,probe
widowx_carrot_on_plate,Pick up the carrot and place it on top of the green plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Shift the carrot onto the plate.,rephrased,natural,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Pick up the carrot and place it on the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Pick up the orange carrot and put it atop the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Pick up the orange carrot and place it on the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Move the carrot onto the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Put the carrot on the plate.,rephrased,adversarial,0.37509377344336076,,,,True,18,33.33333333333333,loop_claude
widowx_carrot_on_plate,"The carrot, which is presently situated in its initial starting location, must be lifted and maneuvered until it occupies the plate.",adversarial,,0.3996227845720384,0.607,-7.3881,0.3739,False,132,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,The orange root vegetable that you see before you should be relocated such that it rests upon the plate.,adversarial,,0.4820325133976476,0.8694,-7.7582,0.3362,False,60,,generated_adversarial
widowx_carrot_on_plate,"You are hereby instructed to commence the relocation of the carrot, terminating said motion only when it makes contact with the plate.",adversarial,,0.4926900199862405,0.9033,-7.8157,0.3309,False,132,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,move the carrot from the table to the plate,search,,0.5626406601650413,,,,True,12,41.66666666666667,probe
widowx_carrot_on_plate,Proceed to grasp the carrot and subsequently establish its position atop the dining plate.,adversarial,,0.619457529687193,1.3068,-6.9477,0.3293,False,132,33.33333333333333,generated_adversarial
widowx_carrot_on_plate,"If it is not too much trouble, would you be so kind as to deposit the carrot directly onto the plate?",adversarial,,0.6528996148713845,1.4133,-6.9325,0.3205,False,60,,generated_adversarial
widowx_carrot_on_plate,put the carrot on the dish,unknown,,0.6673665787566502,1.4593,-6.3142,0.3407,False,60,38.9,fine_exam
widowx_carrot_on_plate,"Given the current arrangement of objects, ensure that the carrot is swiftly conveyed to the surface of the plate.",adversarial,,0.6916221869477287,1.5365,-6.7255,0.3178,False,132,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,Pop the carrot on the plate for me.,natural,,0.7410579869403197,1.6939,-6.2817,0.3213,False,60,,generated_natural
widowx_carrot_on_plate,Convey the carrot to the plate.,rephrased,adversarial,0.7501875468867216,,,,True,18,50.0,loop_qwen
widowx_carrot_on_plate,Just leave the carrot on the empty plate.,natural,,0.7768237932786921,1.8077,-5.7507,0.3321,False,60,,generated_natural
widowx_carrot_on_plate,carrot on plate,unknown,,0.8034483723293983,1.8925,-5.8644,0.3201,False,60,38.9,fine_exam
widowx_carrot_on_plate,I would like you to lay the carrot on the plate.,natural,,0.8251866965214224,1.9617,-5.7398,0.3189,False,60,,generated_natural
widowx_carrot_on_plate,move the carrot to the plate,unknown,,0.8276932876828502,1.9697,-5.6897,0.3202,False,60,44.4,fine_exam
widowx_carrot_on_plate,Set the carrot down on the flat ceramic plate.,natural,,0.8455533219741792,2.0265,-5.4076,0.3262,False,60,,generated_natural
widowx_carrot_on_plate,Transfer the carrot over to the plate.,natural,,0.8587213572045221,2.0684,-5.5202,0.3181,False,60,,generated_natural
widowx_carrot_on_plate,Grab the carrot and set it on the plate.,natural,,0.8694342527923606,2.1025,-5.3125,0.3233,False,60,,generated_natural
widowx_carrot_on_plate,The carrot needs to go on the plate.,natural,,0.8745316894110128,2.1188,-5.5469,0.3126,False,60,,generated_natural
widowx_carrot_on_plate,Put the orange vegetable on the plate.,natural,,0.8897444621099537,2.1672,-5.0947,0.3261,False,60,,generated_natural
widowx_carrot_on_plate,Could you move the carrot to the plate?,natural,,0.8930119116894806,2.1776,-5.3355,0.3157,False,60,,generated_natural
widowx_carrot_on_plate,Bring the carrot over and rest it on the plate.,natural,,0.8930714981714097,2.1778,-5.3568,0.3149,False,60,,generated_natural
widowx_carrot_on_plate,drop the orange carrot on the green plate,unknown,,0.8944694094416086,2.1822,-5.1739,0.3217,False,60,38.9,fine_exam
widowx_carrot_on_plate,Drop the carrot onto that plate.,natural,,0.8967923198756974,2.1896,-5.3211,0.3152,False,60,,generated_natural
widowx_carrot_on_plate,Please shift the carrot onto the plate.,natural,,0.8995746345617346,2.1985,-5.1885,0.3197,False,132,16.666666666666664,generated_natural
widowx_carrot_on_plate,place the carrot on the green plate,unknown,,0.9083630632894965,2.2264,-5.3202,0.312,False,60,41.7,fine_exam
widowx_carrot_on_plate,put the carrot on the green plate,unknown,,0.9091721976915157,2.229,-5.1945,0.3167,False,60,38.9,fine_exam
widowx_carrot_on_plate,Slide that carrot onto the plate.,natural,,0.9140397165630219,2.2445,-5.1792,0.316,False,60,,generated_natural
widowx_carrot_on_plate,lay the orange carrot on the green plate,unknown,,0.9156393045178625,2.2496,-5.039,0.321,False,60,47.2,fine_exam
widowx_carrot_on_plate,put the orange carrot on top of the plate,unknown,,0.9157895551072249,2.2501,-4.9656,0.3238,False,66,61.1,fine_exam
widowx_carrot_on_plate,Position the carrot right on top of the plate.,natural,,0.9191217669468852,2.2607,-5.211,0.3133,False,60,,generated_natural
widowx_carrot_on_plate,set the orange carrot on the plate,unknown,,0.9198127067624953,2.2629,-4.9137,0.3248,False,60,47.2,fine_exam
widowx_carrot_on_plate,place the orange carrot on the plate,unknown,,0.9230709832789177,2.2733,-4.9214,0.3235,False,60,47.2,fine_exam
widowx_carrot_on_plate,drop the carrot on the plate,unknown,,0.9245054052427234,2.2778,-5.1046,0.3159,False,60,38.9,fine_exam
widowx_carrot_on_plate,put the orange carrot on the plate,unknown,,0.9246547172393167,2.2783,-4.9085,0.3236,False,60,52.8,fine_exam
widowx_carrot_on_plate,Make sure the carrot ends up on the plate.,natural,,0.9266042250031591,2.2845,-5.1344,0.3142,False,60,,generated_natural
widowx_carrot_on_plate,set the carrot on the plate,unknown,,0.9297002082825343,2.2944,-5.0795,0.3155,False,60,52.8,fine_exam
widowx_carrot_on_plate,place the carrot on the plate,unknown,,0.9363022161225133,2.3154,-5.0538,0.3146,False,60,41.7,fine_exam
widowx_carrot_on_plate,set the orange carrot on the green plate,unknown,,0.9411034610722626,2.3307,-4.7902,0.3236,False,60,61.1,fine_exam
widowx_carrot_on_plate,place the orange carrot on the green dish,unknown,,0.9429884018066104,2.3367,-4.7709,0.3238,False,60,50.0,fine_exam
widowx_carrot_on_plate,pick up the orange carrot and place it on the green plate,unknown,,0.9518121237591012,2.3647,-4.6031,0.328,False,60,47.2,fine_exam
widowx_carrot_on_plate,pick up the carrot and place it on the plate,unknown,,0.9536856437017184,2.3707,-4.9188,0.315,False,60,41.7,fine_exam
widowx_carrot_on_plate,Place the carrot onto the plate.,natural,,0.9550945117819456,2.3752,-4.9488,0.3135,False,60,,generated_natural
widowx_carrot_on_plate,place the carrot on top of the plate,unknown,,0.9614370958080343,2.3954,-4.8698,0.3148,False,60,33.3,fine_exam
widowx_carrot_on_plate,lay the carrot on the plate,unknown,,0.9666618074346849,2.412,-4.9109,0.3117,False,60,47.2,fine_exam
widowx_carrot_on_plate,put the carrot down on the plate,unknown,,0.9720327307418513,2.4291,-4.8013,0.3145,False,60,44.4,fine_exam
widowx_carrot_on_plate,put the carrot on the plate,unknown,,0.9738603942001304,2.4349,-4.826,0.313,False,90,38.9,fine_exam
widowx_carrot_on_plate,place the orange carrot on top of the green plate,unknown,,0.9825847273068209,2.4627,-4.6459,0.3176,False,60,38.9,fine_exam
widowx_carrot_on_plate,put the orange carrot on the green plate,unknown,,0.9859839240204626,2.4735,-4.5425,0.3207,False,60,47.2,fine_exam
widowx_carrot_on_plate,place the orange carrot on the green plate,unknown,,0.9931081835727966,2.4962,-4.5498,0.3184,False,60,58.3,fine_exam
widowx_carrot_on_plate,put the orange carrot onto the green plate,unknown,,0.9942072505983728,2.4997,-4.4581,0.3217,False,60,52.8,fine_exam
widowx_carrot_on_plate,put carrot on plate,unknown,,0.9942499067286211,2.4998,-4.6842,0.3128,False,60,41.7,fine_exam
widowx_carrot_on_plate,put the carrot on top of the plate,unknown,,1.0,2.5181,-4.6854,0.3112,False,162,52.8,fine_exam
widowx_carrot_on_wheel_clean,"Utilizing your gripping mechanism, separate the crunchy orange snack from its starting point and conclude the motion by leaving it on the wheel.",adversarial,,0.0,-6.9018,-13.399,0.8012,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,Put the carrot in the center of the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,Pick up the carrot and place it on the wheel.,rephrased,adversarial,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,Put the carrot on the wheel.,rephrased,original,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,put the carrot in the center of the wheel,search,,0.0,,,,True,12,0.0,probe
widowx_carrot_on_wheel_clean,Place the orange vegetable on the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_qwen
widowx_carrot_on_wheel_clean,take the orange carrot from its current location and put it on the wheel,rephrased,adversarial,0.0,,,,True,6,0.0,loop_gemini
widowx_carrot_on_wheel_clean,Move the orange carrot to the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_gemini
widowx_carrot_on_wheel_clean,"The wheel, currently lacking any cargo, is the precise location to which you must now deliver the carrot.",adversarial,,0.0385615281700599,-6.6865,-12.4785,0.8183,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,It is requested that the carrot be hoisted and subsequently introduced to the top surface of the wheel.,adversarial,,0.08817399635095523,-6.4095,-12.5365,0.7916,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,"If it pleases you to begin, extract the carrot from wherever it currently resides and deposit it onto the upper face of the wheel.",adversarial,,0.08913683457938489,-6.4041,-12.2518,0.8023,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,The elongated orange taproot must be elevated from its current location and meticulously positioned such that it is fully supported by the wheel.,adversarial,,0.08983072207908734,-6.4002,-11.965,0.8132,False,138,0.0,generated_adversarial
widowx_carrot_on_wheel_clean,"Would you be so kind as to facilitate the transfer of the carrot, ensuring its final destination is securely situated atop the wheel?",adversarial,,0.09402201879204507,-6.3768,-12.7602,0.7799,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,"Assuming it is within your operational grasp, I require you to relocate the long orange root vegetable so that it rests directly upon the wheel.",adversarial,,0.11337038633476276,-6.2688,-12.8205,0.768,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,"Before doing anything else, identify the orange taproot, acquire it securely, and do not release it until it is situated on the wheel.",adversarial,,0.12133810207416568,-6.2243,-11.1637,0.8291,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,Put the carrot in the wheel.,rephrased,natural,0.16666666666666663,,,,True,12,8.333333333333332,pre_redo_loop_claude
widowx_carrot_on_wheel_clean,place the orange carrot on the black wheel,search,,0.16666666666666663,,,,True,12,8.333333333333332,probe
widowx_carrot_on_wheel_clean,"Regarding the vegetable commonly associated with rabbits, your primary objective is to convey it until it rests directly atop the wheel.",adversarial,,0.17941564384477496,-5.9,-12.585,0.7447,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,"It is now strictly required of you, without making any sudden movements, to see to it that the carrot is deposited onto the surface of the wheel.",adversarial,,0.24579252348223402,-5.5293,-11.1893,0.7667,False,66,,generated_adversarial
widowx_carrot_on_wheel_clean,move the carrot to the wheel,search,,0.33333333333333326,,,,True,12,16.666666666666664,probe
widowx_carrot_on_wheel_clean,Set the carrot on the wheel.,rephrased,natural,0.33333333333333326,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_wheel_clean,Put the carrot on the toy wheel.,rephrased,natural,0.33333333333333326,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_wheel_clean,Put the orange carrot on the wheel.,rephrased,natural,0.33333333333333326,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_wheel_clean,Please shift the carrot over to the wheel.,natural,,0.4012134710645539,-4.6614,-10.9282,0.7003,False,66,,generated_natural
widowx_carrot_on_wheel_clean,Grab the carrot and place it down on the wheel.,natural,,0.4201040754361734,-4.5559,-10.0958,0.7237,False,66,,generated_natural
widowx_carrot_on_wheel_clean,Take the carrot and leave it resting on the wheel.,natural,,0.4796899737912585,-4.2232,-10.2909,0.6866,False,66,,generated_natural
widowx_carrot_on_wheel_clean,Transfer the carrot over to the wheel.,natural,,0.48929941731759174,-4.1695,-10.4538,0.6755,False,168,0.0,generated_natural
widowx_carrot_on_wheel_clean,put the carrot on the toy wheel,search,,0.5,,,,True,12,25.0,probe
widowx_carrot_on_wheel_clean,Go ahead and drop the carrot onto the wheel.,natural,,0.5731124461532493,-3.7015,-10.0212,0.6511,False,66,,generated_natural
widowx_carrot_on_wheel_clean,drop the carrot on the wheel,unknown,,0.603796570941369,-3.5302,-10.7253,0.6083,False,66,13.9,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on the rim,unknown,,0.604399553643093,-3.5268,-9.807,0.6441,False,66,5.6,fine_exam
widowx_carrot_on_wheel_clean,I need the carrot sitting on the wheel.,natural,,0.6186073795469867,-3.4475,-9.9622,0.631,False,66,,generated_natural
widowx_carrot_on_wheel_clean,put carrot on wheel,unknown,,0.6264211524052562,-3.4039,-10.3403,0.6123,False,72,16.7,fine_exam
widowx_carrot_on_wheel_clean,pick up the orange carrot and put it on the wheel,rephrased,adversarial,0.6666666666666665,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_wheel_clean,Put the carrot in the black wheel.,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_wheel_clean,put the carrot on the red wheel,search,,0.6666666666666665,,,,True,12,33.33333333333333,probe
widowx_carrot_on_wheel_clean,place the orange carrot in the black wheel,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,Place the orange carrot on the wheel.,rephrased,adversarial,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,Place the carrot on the wheel.,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,put the carrot in the black wheel,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_wheel_clean,put the carrot on the wheel,unknown,,0.6745710562957765,-3.135,-10.0031,0.6018,False,186,16.7,fine_exam
