task,phrase,kind,base_kind,proxy,proxy_imputed,n_ctx,gt_success,source
flip orange pot upright in sink,turn the orange cup upright in sink,search,,0.9781003607293747,True,80,,search_boards
flip orange pot upright in sink,flip orange pot upright in sink,original,,0.9816330771813545,True,80,,search_boards
flip orange pot upright in sink,flip the orange cup upright in the sink,search,,0.9946401745936905,True,80,,search_boards
flip orange pot upright in sink,turn the orange cup right side up in sink,search,,0.9946413813444328,True,80,,search_boards
flip pot upright in sink,place the pot right-side up in the sink,search,,0.9737070002587409,True,80,,search_boards
flip pot upright in sink,turn the pot right-side up in the sink,search,,0.9765818489992999,True,80,,search_boards
flip pot upright in sink,place the pot right side up in the sink,search,,0.9775679976595729,True,80,,search_boards
flip pot upright in sink,orient the pot right side up in the sink,search,,0.9784730379373565,True,80,,search_boards
flip pot upright in sink,flip pot upright in sink,original,,0.982831719105475,True,80,,search_boards
flip pot upright in sink,reorient the pot upright in the sink,search,,0.9946864399472588,True,80,,search_boards
flip pot upright in sink,orient the pot upright inside the sink,search,,0.9946983917956871,True,80,,search_boards
flip pot upright in sink,turn the pot right side up in the sink,search,,0.994699585508827,True,80,,search_boards
flip pot upright which is in sink,flip metal pot upright which is in sink,search,,0.9464437104180328,True,80,,search_boards
flip pot upright which is in sink,turn pot upright which is in sink,search,,0.9509687289782124,True,80,,search_boards
flip pot upright which is in sink,flip silver pot upright which is in sink,search,,0.9568719584028864,True,80,,search_boards
flip pot upright which is in sink,flip pot upright which is in sink,original,,0.9576958291692184,True,80,,search_boards
flip pot upright which is in sink,flip the pot in the sink right side up,search,,0.9906136615832575,True,80,,search_boards
flip pot upright which is in sink,turn the silver pot over in the sink,search,,0.990889529312272,True,80,,search_boards
flip pot upright which is in sink,flip the upside down silver pot in the sink,search,,0.9909881160581082,True,80,,search_boards
fold cloth in half,fold the light cloth in half over the burners,search,,0.9864312568598027,True,80,,search_boards
fold cloth in half,fold the white cloth in half over the burners,search,,0.9868181094565658,True,80,,search_boards
fold cloth in half,fold the beige cloth in half horizontally,search,,0.9884962394390326,True,80,,search_boards
fold cloth in half,fold cloth in half,original,,0.9893202746915412,True,80,,search_boards
fold cloth in half,fold the light beige cloth in half,search,,0.989908776028795,True,80,,search_boards
fold cloth in half,fold the white cloth on the counter in half,search,,0.9946654596898046,True,80,,search_boards
fold cloth in half,fold the cloth in half horizontally,search,,0.9946744612990586,True,80,,search_boards
fold cloth in half,fold the beige cloth in half,search,,0.9946786568781188,True,80,,search_boards
fold cloth in half,fold the cloth in half over the burners,search,,0.9946786568781188,True,80,,search_boards
fold the cloth from bottom right to top left,[dry-run:gemini] d3264758e504,rephrased,search,0.6331175519537551,False,80,,loop_gemini
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left corner,search,,0.9895603446846976,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green cloth from bottom right to top left,search,,0.9896962764306076,True,80,,search_boards
fold the cloth from bottom right to top left,diagonally fold the green towel from bottom right to top left,search,,0.9905608904382945,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green towel from bottom right to top left,search,,0.9915150745500406,True,80,,search_boards
fold the cloth from bottom right to top left,fold the cloth from bottom right to top left,original,,0.9924119983621824,True,80,,search_boards
fold the cloth from bottom right to top left,fold the bottom right tape of the green cloth to the top left tape,search,,0.994447948332249,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth by moving the bottom right corner to the top left,search,,0.9944591863621087,True,80,,search_boards
fold the cloth from bottom right to top left,fold the green cloth from the bottom right edge to the top left edge,search,,0.9944679114107189,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half up,search,,0.957906281355498,True,80,,search_boards
fold the cloth from bottom to top,fold the white cloth in half upwards,search,,0.9698577625078021,True,80,,search_boards
fold the cloth from bottom to top,fold the white towel from bottom to top,search,,0.9871180119112414,True,80,,search_boards
fold the cloth from bottom to top,fold the bottom of the towel to the top,search,,0.9875260341420987,True,80,,search_boards
fold the cloth from bottom to top,fold the cloth from bottom to top,original,,0.9916642205298952,True,80,,search_boards
fold the cloth from left to right,move the left side of the orange cloth to the right,search,,0.9538661738655038,True,80,,search_boards
fold the cloth from left to right,move the left corner of the orange cloth to the right,search,,0.9694480761389139,True,80,,search_boards
fold the cloth from left to right,fold the left tape of the orange cloth to the right,search,,0.9782838743536222,True,80,,search_boards
fold the cloth from left to right,fold the cloth from left to right,original,,0.9887395093658807,True,80,,search_boards
fold the cloth from left to right,fold the orange cloth in half from left to right,search,,0.9902740789535681,True,80,,search_boards
fold the cloth from left to right,fold the orange rag from left to right,search,,0.9946528320070509,True,80,,search_boards
fold the cloth from right to left,fold the light green dish cloth on the counter from right to left,search,,0.9847890989158302,True,80,,search_boards
fold the cloth from right to left,fold the light green cleaning cloth on the counter from right to left,search,,0.9853712933143642,True,80,,search_boards
fold the cloth from right to left,fold the right half of the green cloth over to the left,search,,0.9872083777437688,True,80,,search_boards
fold the cloth from right to left,grasp the right side of the green cloth and fold it left,search,,0.9872668508595885,True,80,,search_boards
fold the cloth from right to left,carefully fold the light green dish cloth on the counter from right to left,search,,0.9873688975231302,True,80,,search_boards
fold the cloth from right to left,fold the green cloth in half starting from the right,search,,0.987390055405381,True,80,,search_boards
fold the cloth from right to left,fold the cloth on the counter from right to left,search,,0.9874139920439303,True,80,,search_boards
fold the cloth from right to left,fold the green cleaning cloth on the counter from right to left,search,,0.9874449022917786,True,80,,search_boards
fold the cloth from right to left,gently fold the light green dish cloth on the counter from right to left,search,,0.9876357091462148,True,80,,search_boards
fold the cloth from right to left,gently fold the green cloth on the counter from right to left,search,,0.9880315490472784,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter from right to left,search,,0.9890784138521744,True,80,,search_boards
fold the cloth from right to left,carefully fold the green dish cloth on the counter from right to left,search,,0.9892241727398395,True,80,,search_boards
fold the cloth from right to left,gently fold the green dish cloth on the counter from right to left,search,,0.9893846637340888,True,80,,search_boards
fold the cloth from right to left,fold the green dish cloth on the counter over to the left,search,,0.9894084139423992,True,80,,search_boards
fold the cloth from right to left,fold the cloth from right to left,original,,0.9918885445583608,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue rag from bottom to top,search,,0.973762004883414,True,80,,search_boards
fold the cloth from the bottom to the top,fold the bottom half of the blue cloth upward,search,,0.976190386552143,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel in half from bottom to top,search,,0.9777361674054678,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue towel from bottom to top,search,,0.9781245936041503,True,80,,search_boards
fold the cloth from the bottom to the top,fold the cloth from the bottom to the top,original,,0.988405788219123,True,80,,search_boards
fold the cloth from the bottom to the top,grab the bottom edge of the blue cloth and fold it up,search,,0.9945580909548019,True,80,,search_boards
fold the cloth from the bottom to the top,fold the light blue cloth from bottom to top,search,,0.9945623777118485,True,80,,search_boards
fold the cloth from the left to the right,bring the left edge of the light blue towel over to the right,search,,0.9577599860755394,True,80,,search_boards
fold the cloth from the left to the right,fold the left side of the light blue towel to the right,search,,0.9779836771540983,True,80,,search_boards
fold the cloth from the left to the right,grab the left corner of the light blue towel and fold it to the right,search,,0.9787196079054873,True,80,,search_boards
fold the cloth from the left to the right,fold the left part of the light blue towel over to the right,search,,0.9826609027385806,True,80,,search_boards
fold the cloth from the left to the right,fold the cloth from the left to the right,original,,0.9911821289759342,True,80,,search_boards
fold the cloth from the left to the right,grab the left side of the blue cloth and fold it right,search,,0.9946576460547587,True,80,,search_boards
fold the cloth from the left to the right,fold the blue cloth horizontally from left to right,search,,0.9946624557916441,True,80,,search_boards
fold the cloth from the left to the right,fold the left corner of the blue cloth to the right,search,,0.9946702624297457,True,80,,search_boards
fold the cloth from the left to the right,fold the light blue towel in half from left to right,search,,0.9946714624425811,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right,search,,0.9798379306350039,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth starting from top left to bottom right,search,,0.9835462960436018,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the towel from top left to bottom right,search,,0.9870848644520553,True,80,,search_boards
fold the cloth from the top left to the bottom right,grab the top left corner of the blue towel and fold it to the bottom right,search,,0.9873094688311607,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9873434617996104,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the blue cloth from top left to bottom right corner,search,,0.9891939658305094,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from top left to bottom right,search,,0.9898258977676223,True,80,,search_boards
fold the cloth from the top left to the bottom right,fold the cloth from the top left to the bottom right,original,,0.9920410156004122,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally to the bottom right,search,,0.9696019196783953,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth diagonally from top left to bottom right,search,,0.9797774648490692,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally from top left to bottom right,search,,0.9858417486791728,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue rag diagonally from top left to bottom right,search,,0.9860363292575592,True,80,,search_boards
fold the cloth from top left to bottom right,fold the cloth from top left to bottom right,original,,0.9909597670659758,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth down diagonally towards the bottom right corner,search,,0.9946431909638773,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue towel diagonally towards the bottom right,search,,0.9946437940352771,True,80,,search_boards
fold the cloth from top left to bottom right,fold the blue cloth from the top corner to the bottom right,search,,0.9946462056456669,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top edge of the blue rag towards the bottom left,search,,0.9809134707295863,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue rag from top right to bottom left,search,,0.9891138165974683,True,80,,search_boards
fold the cloth from top right to bottom left,fold the top of the blue rag towards the bottom left,search,,0.9892591081329708,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold of the blue cloth from top right to bottom left,search,,0.9899808864542647,True,80,,search_boards
fold the cloth from top right to bottom left,fold the blue cloth in half diagonally towards the bottom left,search,,0.9908074171536707,True,80,,search_boards
fold the cloth from top right to bottom left,diagonal fold the blue cloth from top right to bottom left,search,,0.991329296097964,True,80,,search_boards
fold the cloth from top right to bottom left,fold the cloth from top right to bottom left,original,,0.9915407476583494,True,80,,search_boards
fold the cloth from top to bottom,[dry-run:gemini] 5d38986acda5,rephrased,search,0.5976059132963886,False,80,,loop_gemini
fold the cloth from top to bottom,grab the top edge of the blue cloth and pull it down,search,,0.9772707094365186,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth by pulling the top down,search,,0.9794086407151255,True,80,,search_boards
fold the cloth from top to bottom,pull the top edge of the blue cloth down to fold it,search,,0.9862804467497024,True,80,,search_boards
fold the cloth from top to bottom,pull the top of the blue cloth down to fold it,search,,0.988012795117807,True,80,,search_boards
fold the cloth from top to bottom,pull the top corner of the blue cloth down,search,,0.9892687257517786,True,80,,search_boards
fold the cloth from top to bottom,fold the blue cloth downward from the top,search,,0.9892879354413288,True,80,,search_boards
fold the cloth from top to bottom,fold the cloth from top to bottom,original,,0.9907360067885981,True,80,,search_boards
lever vertical to front,push the silver handle to the front,search,,0.971628580783577,True,80,,search_boards
lever vertical to front,move the silver handle to the front,search,,0.9720067920900048,True,80,,search_boards
lever vertical to front,turn the silver handle to the front,search,,0.9728653586550263,True,80,,search_boards
lever vertical to front,move the silver lever to the front,search,,0.9848432622387877,True,80,,search_boards
lever vertical to front,lever vertical to front,original,,0.9855061040281583,True,80,,search_boards
lever vertical to front,turn the faucet handle to point forward,search,,0.9945617655236592,True,80,,search_boards
lever vertical to front,rotate the faucet handle forward,search,,0.994570329924113,True,80,,search_boards
lever vertical to front,turn the faucet knob to the front,search,,0.9945801013861008,True,80,,search_boards
lever vertical to front,move the faucet lever to the front,search,,0.9945922911226401,True,80,,search_boards
lever vertical to front,pull the faucet handle to the front,search,,0.9946184068021127,True,80,,search_boards
lever vertical to front,push the faucet handle to the front,search,,0.9946280922102557,True,80,,search_boards
lever vertical to front,rotate the faucet handle to the front,search,,0.9946299062932458,True,80,,search_boards
lift bowl,grab the light blue bowl,search,,0.9638994865220263,True,80,,search_boards
lift bowl,grab and lift the blue bowl,search,,0.9680431506399704,True,80,,search_boards
lift bowl,pick up light blue bowl,search,,0.9680991302830385,True,80,,search_boards
lift bowl,grab and lift blue bowl,search,,0.9692496509517049,True,80,,search_boards
lift bowl,lift bowl,original,,0.9856828842464992,True,80,,search_boards
lift bowl,pick up the blue bowl,search,,0.9946317197669301,True,80,,search_boards
lift bowl,grab the blue bowl,search,,0.994634740869607,True,80,,search_boards
lift bowl,pick up the light blue bowl,search,,0.9946395711169631,True,80,,search_boards
move light switch to the right,[dry-run:gemini] 54a1975bd7e6,rephrased,search,0.33019909459632957,False,80,,loop_gemini
move light switch to the right,push the little white switch to the right,search,,0.993561146095322,True,80,,search_boards
move light switch to the right,push the little switch to the right,search,,0.9941929362318699,True,80,,search_boards
move light switch to the right,flip the little switch to the right,search,,0.9942410957328831,True,80,,search_boards
move light switch to the right,move light switch to the right,original,,0.9942501622203899,True,80,,search_boards
move light switch to the right,push the little switch right,search,,0.9943800425870248,True,80,,search_boards
move light switch to the right,toggle the switch right,search,,0.9947049539104151,True,80,,search_boards
move light switch to the right,push the switch right,search,,0.9947150794727785,True,80,,search_boards
move light switch to the right,flip the toggle switch to the right,search,,0.9947192432218173,True,80,,search_boards
move the cloth from left to right,shift the blue cloth to the right,search,,0.9909160589725486,True,80,,search_boards
move the cloth from left to right,move the blue cloth to the right,search,,0.9911712397980422,True,80,,search_boards
move the cloth from left to right,move the blue cloth right,search,,0.9912707236920026,True,80,,search_boards
move the cloth from left to right,move blue cloth to the right,search,,0.9914067870364706,True,80,,search_boards
move the cloth from left to right,move the cloth from left to right,original,,0.9937852821400579,True,80,,search_boards
move the cloth from left to right,move the blue cloth over the stove to the right,search,,0.9946365527194648,True,80,,search_boards
move the cloth from left to right,drag the blue cloth to the right side of the stove,search,,0.9946540359233264,True,80,,search_boards
move the cloth from right to left,drag the orange cloth from the right side to the left side,search,,0.957067725336103,True,80,,search_boards
move the cloth from right to left,reposition the orange rag on the left burner,search,,0.9572580122683498,True,80,,search_boards
move the cloth from right to left,wipe the stove by moving the orange rag to the left,search,,0.9577279192566295,True,80,,search_boards
move the cloth from right to left,slide the cloth from right to left,search,,0.9894486687095214,True,80,,search_boards
move the cloth from right to left,pull the cloth from right to left,search,,0.9904287465905296,True,80,,search_boards
move the cloth from right to left,shift the cloth from right to left,search,,0.993365634070267,True,80,,search_boards
move the cloth from right to left,move the cloth from right to left,original,,0.9935633181522766,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left side of the table,search,,0.9739722987522887,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left side of the table,search,,0.974677332107696,True,80,,search_boards
move the cloth to the left of the table,shift the orange rag to the left part of the table,search,,0.9757041506989335,True,80,,search_boards
move the cloth to the left of the table,push the orange cloth to the left,search,,0.984394153629257,True,80,,search_boards
move the cloth to the left of the table,slide the orange rag to the left,search,,0.9844774017814367,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left,search,,0.9847415497156987,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left,search,,0.9868959207133877,True,80,,search_boards
move the cloth to the left of the table,move the cloth to the left of the table,original,,0.9919012845979442,True,80,,search_boards
move the cloth to the left of the table,move the orange rag to the left of the table,search,,0.9919493352188051,True,80,,search_boards
move the silver pot to the upper right of table,slide the plush mouse to the top right of the table,search,,0.848305398296173,True,80,,search_boards
move the silver pot to the upper right of table,slide the grey stuffed animal to the upper right,search,,0.848378214212035,True,80,,search_boards
move the silver pot to the upper right of table,[dry-run:gemini] cca6993d0569,rephrased,search,0.8910364521396862,False,80,,loop_gemini
move the silver pot to the upper right of table,move the small grey mouse away from the house,search,,0.9041989563854484,True,80,,search_boards
move the silver pot to the upper right of table,move the small silver pot to the upper right of table,search,,0.9741496154749815,True,80,,search_boards
move the silver pot to the upper right of table,shift the small silver pot to the upper right of table,search,,0.9834838988017095,True,80,,search_boards
move the silver pot to the upper right of table,move the silver pot to the upper right of table,original,,0.9869397637682017,True,80,,search_boards
move the silver pot to the upper right of table,shift the silver pot to the upper right of table,search,,0.9874027333364496,True,80,,search_boards
open book,flip open the red album,search,,0.9879064240226362,True,80,,search_boards
open book,open the book,search,,0.9946208297811853,True,80,,search_boards
open book,open book,original,,0.9946359488371402,True,80,,search_boards
open book,flip open the red book,search,,0.994649821036446,True,80,,search_boards
open book,open the red book on the table,search,,0.9946546377803583,True,80,,search_boards
open brown1fbox flap,open the lid on the brown cardboard box,search,,0.9808455372414332,True,80,,search_boards
open brown1fbox flap,open the brown cardboard box,search,,0.9881911125265114,True,80,,search_boards
open brown1fbox flap,open the brown box lid,search,,0.991697837850094,True,80,,search_boards
open brown1fbox flap,open the brown box,search,,0.9937894752781176,True,80,,search_boards
open brown1fbox flap,open the flap of the kitchen set box,search,,0.9944704017713099,True,80,,search_boards
open brown1fbox flap,lift the flap of the brown box,search,,0.9944952441420444,True,80,,search_boards
open brown1fbox flap,open the flap on the cardboard box,search,,0.9944958637771779,True,80,,search_boards
open brown1fbox flap,open brown1fbox flap,original,,0.9945611532669246,True,80,,search_boards
