task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,gt_success,source
widowx_carrot_on_keyboard_clean,place the orange carrot across the black keyboard,rephrased,natural,0.46168051708217905,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_keyboard_clean,Lay the orange carrot across the black keyboard.,rephrased,natural,0.46168051708217905,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_keyboard_clean,Put the orange carrot on top of the black keyboard.,rephrased,adversarial,0.46168051708217905,,,,True,6,16.666666666666664,loop_qwen
widowx_carrot_on_keyboard_clean,Place the carrot on top of the keyboard.,rephrased,natural,0.46168051708217905,,,,True,6,16.666666666666664,loop_qwen
widowx_carrot_on_keyboard_clean,Put the orange carrot on the black keyboard.,rephrased,original,0.46168051708217905,,,,True,6,16.666666666666664,loop_qwen
widowx_carrot_on_keyboard_clean,set the carrot on the keyboard,unknown,,0.4729696992281334,-1.1387,-6.9649,0.5447,False,264,13.9,fine_exam
widowx_carrot_on_keyboard_clean,lay the carrot across the keyboard,unknown,,0.48597845568455245,-1.1098,-6.8868,0.5452,False,60,5.6,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot on the keyboard,unknown,,0.5155391273547493,-1.0441,-7.0907,0.5314,False,66,13.9,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the keyboard,unknown,,0.5519718904768982,-0.9631,-6.5419,0.5458,False,78,13.9,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot down on the keyboard,unknown,,0.5544800771133717,-0.9575,-6.9858,0.5279,False,60,13.9,fine_exam
widowx_carrot_on_keyboard_clean,Place the carrot on the keyboard.,natural,,0.577791686585017,-0.9057,-6.4728,0.5435,False,96,0.0,generated_natural
widowx_carrot_on_keyboard_clean,Lay the carrot across the keyboard.,natural,,0.5826074978480433,-0.895,-6.3668,0.5467,False,246,0.0,generated_natural
widowx_carrot_on_keyboard_clean,put the orange carrot on the black keyboard,search,,0.6925207756232686,,,,True,18,25.0,probe
widowx_carrot_on_keyboard_clean,put the carrot on the keys,unknown,,0.7246515032080358,-0.5793,-6.1646,0.5267,False,60,2.8,fine_exam
widowx_carrot_on_keyboard_clean,place the orange carrot on the keyboard,unknown,,0.7282305054225896,-0.5714,-6.0969,0.5287,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,carrot on black keyboard,unknown,,0.7395977213608815,-0.5461,-6.3875,0.515,False,60,16.7,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the computer keyboard,unknown,,0.7962858624297793,-0.4201,-5.97,0.5203,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,put the orange carrot on the keyboard,unknown,,0.8017030980260956,-0.4081,-5.9024,0.5219,False,78,11.1,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot on top of the keyboard,unknown,,0.8048941156731205,-0.401,-6.0799,0.5143,False,60,13.9,fine_exam
widowx_carrot_on_keyboard_clean,drop the carrot on the black keyboard,unknown,,0.8089300083438506,-0.392,-6.3341,0.5035,False,60,16.7,fine_exam
widowx_carrot_on_keyboard_clean,lay the carrot on the black keyboard,unknown,,0.8441259669802402,-0.3138,-6.2703,0.4991,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the keyboard keys,unknown,,0.861658179897494,-0.2748,-6.0971,0.5025,False,60,36.1,fine_exam
widowx_carrot_on_keyboard_clean,rest the carrot on the black keyboard,unknown,,0.8754096027102408,-0.2443,-5.9252,0.5065,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,set the carrot on the black keyboard,unknown,,0.8914011993592097,-0.2087,-6.2367,0.4912,False,60,30.6,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the black keyboard,unknown,,0.897917819625922,-0.1943,-5.8493,0.5051,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,Put the carrot on the black keyboard.,rephrased,adversarial,0.9233610341643581,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_keyboard_clean,put the orange carrot on top of the keyboard,rephrased,adversarial,0.9233610341643581,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_keyboard_clean,lay the orange carrot across the black keyboard,search,,0.9233610341643581,,,,True,12,33.33333333333333,probe
widowx_carrot_on_keyboard_clean,put the orange carrot on top of the keyboard.,rephrased,adversarial,0.9233610341643581,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_keyboard_clean,set the carrot down on the keyboard.,rephrased,natural,0.9233610341643581,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_keyboard_clean,place the carrot down on the black keyboard,unknown,,0.9236846751183674,-0.137,-5.6825,0.5066,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot onto the black keyboard,unknown,,0.9389884440280145,-0.103,-5.9452,0.4933,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the black computer keyboard,unknown,,0.9441080234944776,-0.0916,-5.4705,0.5109,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on the black keys,unknown,,0.9744974474288819,-0.0241,-5.6514,0.4978,False,60,22.2,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot on top of the black keyboard,unknown,,0.9752805458079311,-0.0223,-5.6268,0.4986,False,60,25.0,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot across the black keyboard,unknown,,0.9763634681287858,-0.0199,-5.7423,0.4939,False,252,22.2,fine_exam
widowx_carrot_on_keyboard_clean,put the carrot on the black keyboard,unknown,,0.9836548308077334,-0.0037,-5.9347,0.4849,False,60,27.8,fine_exam
widowx_carrot_on_keyboard_clean,place the carrot flat on the black keyboard,unknown,,0.990393360693685,0.0113,-5.6286,0.4956,False,60,19.4,fine_exam
widowx_carrot_on_keyboard_clean,place the orange carrot on the black keyboard,unknown,,1.0,0.0326,-5.5593,0.4964,False,60,19.4,fine_exam
widowx_carrot_on_plate,pick up the carrot and put it on the dining plate,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,put the carrot onto the plate,rephrased,natural,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,take the carrot off the table and put it on the plate,search,,0.0,,,,True,12,16.666666666666664,probe
widowx_carrot_on_plate,Pick up the carrot and put it on the plate.,rephrased,adversarial,0.0,,,,True,18,16.666666666666664,loop_qwen
widowx_carrot_on_plate,Shift the orange carrot onto the plate.,rephrased,natural,0.0,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_plate,Pick up the orange carrot and place it on the yellow plate.,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_qwen
widowx_carrot_on_plate,Pick up the orange carrot and place it on the green plate.,rephrased,adversarial,0.0,,,,True,18,16.666666666666664,loop_claude
widowx_carrot_on_plate,put the carrot on the surface of the plate,rephrased,adversarial,0.0,,,,True,18,16.666666666666664,loop_gemini
widowx_carrot_on_plate,"The carrot, which is presently situated in its initial starting location, must be lifted and maneuvered until it occupies the plate.",adversarial,,0.0,0.607,-7.3881,0.3739,False,204,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,put the carrot on top of the dining plate.,rephrased,adversarial,0.0,,,,True,6,16.666666666666664,loop_gemini
widowx_carrot_on_plate,put the carrot on top of the dining plate,rephrased,adversarial,0.0,,,,True,30,16.666666666666664,loop_gemini
widowx_carrot_on_plate,"You are hereby instructed to commence the relocation of the carrot, terminating said motion only when it makes contact with the plate.",adversarial,,0.15501460252428598,0.9033,-7.8157,0.3309,False,204,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,pick up the carrot and put it atop the dining plate,rephrased,adversarial,0.18754688672168046,,,,True,12,25.0,pre_redo_loop_gemini
widowx_carrot_on_plate,put the carrot on the plate or the dish,search,,0.18754688672168046,,,,True,12,25.0,probe
widowx_carrot_on_plate,Proceed to grasp the carrot and subsequently establish its position atop the dining plate.,adversarial,,0.36616103920341503,1.3068,-6.9477,0.3293,False,204,33.33333333333333,generated_adversarial
widowx_carrot_on_plate,pick up the carrot and put it on the plate,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_plate,Pick up the carrot and place it on top of the green plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Shift the carrot onto the plate.,rephrased,natural,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Pick up the carrot and place it on the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Pick up the orange carrot and put it atop the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Move the carrot onto the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Pick up the orange carrot and place it on the plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_plate,Put the orange carrot on the green plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Pick up the carrot and place it on top of the dining plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Put the orange carrot on the light green plate.,rephrased,adversarial,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,Put the carrot on the plate.,rephrased,natural,0.37509377344336076,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_plate,put the carrot atop the plate,search,,0.37509377344336076,,,,True,60,33.33333333333333,probe
widowx_carrot_on_plate,put the carrot on the dish,unknown,,0.44595928576962807,1.4593,-6.3142,0.3407,False,60,38.9,fine_exam
widowx_carrot_on_plate,"Given the current arrangement of objects, ensure that the carrot is swiftly conveyed to the surface of the plate.",adversarial,,0.4863598998632002,1.5365,-6.7255,0.3178,False,204,16.666666666666664,generated_adversarial
widowx_carrot_on_plate,move the carrot from the table to the plate,search,,0.5626406601650413,,,,True,12,41.66666666666667,probe
widowx_carrot_on_plate,put the carrot on the yellow plate,search,,0.5626406601650413,,,,True,12,41.66666666666667,probe
widowx_carrot_on_plate,carrot on plate,unknown,,0.6726197753349195,1.8925,-5.8644,0.3201,False,60,38.9,fine_exam
widowx_carrot_on_plate,move the carrot to the plate,unknown,,0.7130025792295837,1.9697,-5.6897,0.3202,False,60,44.4,fine_exam
widowx_carrot_on_plate,Convey the carrot to the plate.,rephrased,adversarial,0.7501875468867216,,,,True,18,50.0,loop_qwen
widowx_carrot_on_plate,Put the orange carrot on the plate.,rephrased,adversarial,0.7501875468867216,,,,True,6,50.0,loop_claude
widowx_carrot_on_plate,Move the orange carrot to the plate.,rephrased,adversarial,0.7501875468867216,,,,True,6,50.0,loop_claude
widowx_carrot_on_plate,put the carrot on the plate.,rephrased,natural,0.7501875468867216,,,,True,6,50.0,loop_gemini
widowx_carrot_on_plate,put the carrot on the dining plate,search,,0.7501875468867216,,,,True,36,50.0,probe
widowx_carrot_on_plate,drop the orange carrot on the green plate,unknown,,0.8242261900575844,2.1822,-5.1739,0.3217,False,60,38.9,fine_exam
widowx_carrot_on_plate,Please shift the carrot onto the plate.,natural,,0.8327295525918986,2.1985,-5.1885,0.3197,False,204,16.666666666666664,generated_natural
widowx_carrot_on_plate,place the carrot on the green plate,unknown,,0.8473677308936807,2.2264,-5.3202,0.312,False,60,41.7,fine_exam
widowx_carrot_on_plate,put the carrot on the green plate,unknown,,0.8487154409353458,2.229,-5.1945,0.3167,False,60,38.9,fine_exam
widowx_carrot_on_plate,lay the orange carrot on the green plate,unknown,,0.8594871802021947,2.2496,-5.039,0.321,False,60,47.2,fine_exam
widowx_carrot_on_plate,put the orange carrot on top of the plate,unknown,,0.8597374405143808,2.2501,-4.9656,0.3238,False,72,61.1,fine_exam
widowx_carrot_on_plate,set the orange carrot on the plate,unknown,,0.8664384803804632,2.2629,-4.9137,0.3248,False,60,47.2,fine_exam
widowx_carrot_on_plate,place the orange carrot on the plate,unknown,,0.8718655292968681,2.2733,-4.9214,0.3235,False,60,47.2,fine_exam
widowx_carrot_on_plate,drop the carrot on the plate,unknown,,0.8742547304972887,2.2778,-5.1046,0.3159,False,60,38.9,fine_exam
widowx_carrot_on_plate,put the orange carrot on the plate,unknown,,0.8745034274710518,2.2783,-4.9085,0.3236,False,60,52.8,fine_exam
widowx_carrot_on_plate,set the carrot on the plate,unknown,,0.8829072957617916,2.2944,-5.0795,0.3155,False,60,52.8,fine_exam
widowx_carrot_on_plate,place the carrot on the plate,unknown,,0.8939037287881065,2.3154,-5.0538,0.3146,False,60,41.7,fine_exam
widowx_carrot_on_plate,set the orange carrot on the green plate,unknown,,0.9019007760216976,2.3307,-4.7902,0.3236,False,60,61.1,fine_exam
widowx_carrot_on_plate,place the orange carrot on the green dish,unknown,,0.9050403700734209,2.3367,-4.7709,0.3238,False,60,50.0,fine_exam
widowx_carrot_on_plate,pick up the orange carrot and place it on the green plate,unknown,,0.9197373334586837,2.3647,-4.6031,0.328,False,60,47.2,fine_exam
widowx_carrot_on_plate,pick up the carrot and place it on the plate,unknown,,0.922857904816945,2.3707,-4.9188,0.315,False,60,41.7,fine_exam
widowx_carrot_on_plate,place the carrot on top of the plate,unknown,,0.9357688746324643,2.3954,-4.8698,0.3148,False,60,33.3,fine_exam
widowx_carrot_on_plate,lay the carrot on the plate,unknown,,0.9444712562225555,2.412,-4.9109,0.3117,False,60,47.2,fine_exam
widowx_carrot_on_plate,put the carrot down on the plate,unknown,,0.9534171708394815,2.4291,-4.8013,0.3145,False,60,44.4,fine_exam
widowx_carrot_on_plate,put the carrot on the plate,unknown,,0.9564613627430273,2.4349,-4.826,0.313,False,138,38.9,fine_exam
widowx_carrot_on_plate,place the orange carrot on top of the green plate,unknown,,0.9709927821282077,2.4627,-4.6459,0.3176,False,60,38.9,fine_exam
widowx_carrot_on_plate,put the orange carrot on the green plate,unknown,,0.9766545504736617,2.4735,-4.5425,0.3207,False,60,47.2,fine_exam
widowx_carrot_on_plate,place the orange carrot on the green plate,unknown,,0.9885208561382688,2.4962,-4.5498,0.3184,False,60,58.3,fine_exam
widowx_carrot_on_plate,put the orange carrot onto the green plate,unknown,,0.9903514836126855,2.4997,-4.4581,0.3217,False,60,52.8,fine_exam
widowx_carrot_on_plate,put carrot on plate,unknown,,0.9904225324952084,2.4998,-4.6842,0.3128,False,60,41.7,fine_exam
widowx_carrot_on_plate,put the carrot on top of the plate,unknown,,1.0,2.5181,-4.6854,0.3112,False,264,52.8,fine_exam
widowx_carrot_on_wheel_clean,Put the carrot in the center of the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,Pick up the carrot and place it on the wheel.,rephrased,adversarial,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,Put the carrot on the wheel.,rephrased,original,0.0,,,,True,6,0.0,loop_claude
widowx_carrot_on_wheel_clean,put the carrot in the center of the wheel,search,,0.0,,,,True,12,0.0,probe
widowx_carrot_on_wheel_clean,Move the orange carrot to the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_gemini
widowx_carrot_on_wheel_clean,take the orange carrot from its current location and put it on the wheel,rephrased,adversarial,0.0,,,,True,18,0.0,loop_gemini
widowx_carrot_on_wheel_clean,Place the orange vegetable on the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_qwen
widowx_carrot_on_wheel_clean,Put the orange carrot on the wheel.,rephrased,natural,0.0,,,,True,6,0.0,loop_qwen
widowx_carrot_on_wheel_clean,Place the elongated orange taproot on the wheel.,rephrased,adversarial,0.0,,,,True,18,0.0,loop_qwen
widowx_carrot_on_wheel_clean,The elongated orange taproot must be elevated from its current location and meticulously positioned such that it is fully supported by the wheel.,adversarial,,0.0,-6.4002,-11.965,0.8132,False,210,0.0,generated_adversarial
widowx_carrot_on_wheel_clean,Put the carrot in the wheel.,rephrased,natural,0.16666666666666663,,,,True,12,8.333333333333332,pre_redo_loop_claude
widowx_carrot_on_wheel_clean,place the orange carrot on the black wheel,search,,0.16666666666666663,,,,True,12,8.333333333333332,probe
widowx_carrot_on_wheel_clean,move the carrot to the wheel,search,,0.33333333333333326,,,,True,12,16.666666666666664,probe
widowx_carrot_on_wheel_clean,Set the carrot on the wheel.,rephrased,natural,0.33333333333333326,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_wheel_clean,Put the carrot on the toy wheel.,rephrased,natural,0.33333333333333326,,,,True,6,16.666666666666664,loop_claude
widowx_carrot_on_wheel_clean,Transfer the carrot over to the wheel.,natural,,0.4388949450711028,-4.1695,-10.4538,0.6755,False,300,0.0,generated_natural
widowx_carrot_on_wheel_clean,put the carrot on the toy wheel,search,,0.5,,,,True,12,25.0,probe
widowx_carrot_on_wheel_clean,drop the carrot on the wheel,unknown,,0.5646925921695871,-3.5302,-10.7253,0.6083,False,66,13.9,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on the rim,unknown,,0.5653550872859917,-3.5268,-9.807,0.6441,False,66,5.6,fine_exam
widowx_carrot_on_wheel_clean,put carrot on wheel,unknown,,0.5895501456079633,-3.4039,-10.3403,0.6123,False,72,16.7,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on the wheel,unknown,,0.6424522870651092,-3.135,-10.0031,0.6018,False,348,16.7,fine_exam
widowx_carrot_on_wheel_clean,Move the orange vegetable to the wheel.,natural,,0.6550287516290497,-3.0711,-8.6918,0.6476,False,252,0.0,generated_natural
widowx_carrot_on_wheel_clean,Put the carrot in the black wheel.,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_wheel_clean,put the carrot on the red wheel,search,,0.6666666666666665,,,,True,12,33.33333333333333,probe
widowx_carrot_on_wheel_clean,put the carrot in the black wheel,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_wheel_clean,pick up the orange carrot and put it on the wheel,rephrased,adversarial,0.6666666666666665,,,,True,18,33.33333333333333,loop_gemini
widowx_carrot_on_wheel_clean,place the orange carrot in the black wheel,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_claude
widowx_carrot_on_wheel_clean,Place the orange carrot in the black wheel.,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,Place the carrot on the wheel.,rephrased,natural,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,Put the orange carrot on the black wheel.,rephrased,original,0.6666666666666665,,,,True,6,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,Place the orange carrot on the wheel.,rephrased,adversarial,0.6666666666666665,,,,True,18,33.33333333333333,loop_qwen
widowx_carrot_on_wheel_clean,put the orange carrot on the wheel,rephrased,adversarial,0.6666666666666665,,,,True,6,33.33333333333333,loop_gemini
widowx_carrot_on_wheel_clean,pick up the carrot and place it on the wheel,unknown,,0.6708379637298563,-2.9907,-9.7291,0.5998,False,66,8.3,fine_exam
widowx_carrot_on_wheel_clean,carrot on wheel,unknown,,0.6901529149404264,-2.8925,-10.5401,0.5593,False,258,16.7,fine_exam
widowx_carrot_on_wheel_clean,set the carrot on the wheel,unknown,,0.6987392308015036,-2.8489,-10.114,0.5721,False,258,22.2,fine_exam
widowx_carrot_on_wheel_clean,move the carrot onto the wheel,unknown,,0.7025674569284546,-2.8294,-9.702,0.5866,False,66,16.7,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on top of the wheel,unknown,,0.7113710616966799,-2.7847,-10.1137,0.5665,False,78,19.4,fine_exam
widowx_carrot_on_wheel_clean,lay the carrot on the wheel,unknown,,0.7224892539956623,-2.7282,-10.1695,0.5593,False,66,8.3,fine_exam
widowx_carrot_on_wheel_clean,place the carrot on the wheel,unknown,,0.7358006210786917,-2.6605,-10.2301,0.5509,False,72,22.2,fine_exam
widowx_carrot_on_wheel_clean,lay the carrot across the black tire,unknown,,0.7403306883362457,-2.6375,-10.2438,0.5484,False,66,13.9,fine_exam
widowx_carrot_on_wheel_clean,Can you put the carrot on the wheel for me?,natural,,0.7411673704622906,-2.6333,-9.7637,0.5668,False,78,0.0,generated_natural
widowx_carrot_on_wheel_clean,put the carrot on the tire,unknown,,0.7572457584432665,-2.5515,-9.6278,0.565,False,66,8.3,fine_exam
widowx_carrot_on_wheel_clean,put the carrot in the wheel,unknown,,0.7751426229299982,-2.4606,-9.2555,0.5715,False,66,11.1,fine_exam
widowx_carrot_on_wheel_clean,place the orange carrot on the wheel,unknown,,0.8105265662063014,-2.2807,-9.7067,0.5379,False,66,16.7,fine_exam
widowx_carrot_on_wheel_clean,place the carrot on the black rubber tire,unknown,,0.8853491971920474,-1.9005,-9.0856,0.5287,False,66,16.7,fine_exam
widowx_carrot_on_wheel_clean,place the carrot in the black wheel,unknown,,0.9032902176190095,-1.8093,-8.7953,0.5321,False,252,30.6,fine_exam
widowx_carrot_on_wheel_clean,set the carrot on the black wheel,unknown,,0.9151353175329761,-1.7491,-9.352,0.5049,False,66,25.0,fine_exam
widowx_carrot_on_wheel_clean,set the carrot on the black tire,unknown,,0.9262283654945482,-1.6927,-9.2965,0.5021,False,66,19.4,fine_exam
widowx_carrot_on_wheel_clean,place the carrot on the black wheel,unknown,,0.9292778744197047,-1.6772,-9.2048,0.5043,False,66,27.8,fine_exam
widowx_carrot_on_wheel_clean,drop the carrot on the black tire,unknown,,0.9336952126643767,-1.6547,-9.3849,0.4953,False,66,33.3,fine_exam
widowx_carrot_on_wheel_clean,place the carrot onto the black tire,unknown,,0.9386241099286569,-1.6297,-8.9929,0.5085,False,66,36.1,fine_exam
widowx_carrot_on_wheel_clean,place the orange carrot on the black tire,unknown,,0.9457660204504359,-1.5934,-8.8565,0.5106,False,66,19.4,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on the black wheel,unknown,,0.9474473982471936,-1.5849,-9.0313,0.503,False,66,38.9,fine_exam
widowx_carrot_on_wheel_clean,put the carrot down on the black tire,unknown,,0.9485960332921668,-1.579,-9.129,0.4986,False,66,19.4,fine_exam
widowx_carrot_on_wheel_clean,place the carrot on the black tire,unknown,,0.9487081027651979,-1.5784,-8.818,0.5108,False,66,16.7,fine_exam
widowx_carrot_on_wheel_clean,put the carrot on the black tire,unknown,,0.9593447053374432,-1.5244,-9.0391,0.4973,False,66,19.4,fine_exam
widowx_carrot_on_wheel_clean,place the carrot on top of the black tire,unknown,,0.9958093133720914,-1.3391,-8.6444,0.4965,False,66,30.6,fine_exam
widowx_carrot_on_wheel_clean,put the orange carrot on top of the black wheel,search,,1.0,,,,True,12,50.0,probe
widowx_carrot_on_wheel_clean,Move the orange carrot to the black wheel.,rephrased,natural,1.0,,,,True,6,50.0,loop_claude
widowx_carrot_on_wheel_clean,Transfer the orange carrot over to the black wheel.,rephrased,natural,1.0,,,,True,6,50.0,loop_claude
widowx_carrot_on_wheel_clean,put the orange carrot on the black wheel,unknown,,1.0,-1.3178,-8.6357,0.4949,False,90,30.6,fine_exam
widowx_carrot_on_wheel_clean,set the orange carrot on the black wheel,rephrased,natural,1.0,,,,True,18,50.0,loop_claude
widowx_coke_can_on_plate_clean,Pick up the red tin of cola and put it on the plate.,rephrased,adversarial,0.0,,,,True,6,0.0,loop_qwen
widowx_coke_can_on_plate_clean,Grab the red soda can and put it on the plate.,rephrased,natural,0.0,,,,True,18,0.0,loop_qwen
widowx_coke_can_on_plate_clean,Put the coke can on the dish.,rephrased,natural,0.0,,,,True,6,0.0,loop_claude
widowx_coke_can_on_plate_clean,Move the red can of cola onto the green plate.,rephrased,adversarial,0.0,,,,True,6,0.0,loop_claude
widowx_coke_can_on_plate_clean,Pick up the red can of cola and put it on the green plate.,rephrased,adversarial,0.0,,,,True,6,0.0,loop_qwen
widowx_coke_can_on_plate_clean,place red coke can on plate,rephrased,natural,0.0,,,,True,18,0.0,loop_claude
widowx_coke_can_on_plate_clean,put the red coke can on the dish,rephrased,natural,0.0,,,,True,6,0.0,loop_qwen
widowx_coke_can_on_plate_clean,"Assuming the plate is readily accessible, proceed to transport the red tin of cola directly onto its surface.",adversarial,,0.0,-3.4055,-9.1488,0.6592,False,208,0.0,generated_adversarial
widowx_coke_can_on_plate_clean,Put the red aluminum can on the plate.,rephrased,adversarial,0.16666666666666663,,,,True,6,16.666666666666664,loop_gemini
widowx_coke_can_on_plate_clean,Grab the red soda can and place it on the light green plate.,rephrased,natural,0.16666666666666663,,,,True,6,16.666666666666664,loop_qwen
widowx_coke_can_on_plate_clean,Place the red soda can on the plate.,rephrased,adversarial,0.16666666666666663,,,,True,6,16.666666666666664,loop_qwen
widowx_coke_can_on_plate_clean,put the red can of cola directly onto the plate,rephrased,adversarial,0.16666666666666663,,,,True,18,16.666666666666664,loop_gemini
widowx_coke_can_on_plate_clean,Grab the red aluminum can and put it on the light green plate.,rephrased,natural,0.16666666666666663,,,,True,6,16.666666666666664,loop_qwen
widowx_coke_can_on_plate_clean,put the red can of cola on the plate,rephrased,adversarial,0.16666666666666663,,,,True,6,16.666666666666664,loop_gemini
widowx_coke_can_on_plate_clean,Put the red soda can on the plate.,rephrased,adversarial,0.33333333333333326,,,,True,6,33.33333333333333,loop_qwen
widowx_coke_can_on_plate_clean,Pick up the red can and place it on the green plate.,rephrased,natural,0.33333333333333326,,,,True,6,33.33333333333333,loop_claude
widowx_coke_can_on_plate_clean,Put the red can on the plate.,rephrased,adversarial,0.33333333333333326,,,,True,6,33.33333333333333,loop_claude
